year,n_ai_users,n_non_ai_users,ai_mean_commits,ai_mean_repos,ai_commits_per_repo,ai_avg_authors,ai_solo_rate,non_ai_mean_commits,non_ai_mean_repos,non_ai_commits_per_repo,non_ai_avg_authors,non_ai_solo_rate
2019,208,162506,110.01442307692308,1.9759615384615385,55.67639902676399,2.361071782335711,0.7058655079092813,7.368952530983472,1.1879069080526257,6.203308088395271,1.1372162292625736,0.934520750721775
2020,270,211292,87.78148148148148,1.8703703703703705,46.932673267326734,2.0976423331031073,0.698276015779751,7.0580192340457755,1.1963775249417867,5.899491662875566,1.1368616324256735,0.9331897807332757
2021,367,252178,449.77384196185284,2.076294277929155,216.6233595800525,2.4727300290063896,0.6988869788343455,8.137589321828232,1.2078412867101809,6.737300182868174,1.1495178710060197,0.9303490832283555
2022,395,281901,103.06835443037974,2.293670886075949,44.93598233995585,2.45595015481602,0.6813189986647762,8.873366891213582,1.1954019318838882,7.422914966541537,1.1524509380379704,0.9311171805438017
2023,685,310060,396.1941605839416,2.5635036496350363,154.5518223234624,2.710322845835833,0.6908868484205254,11.950106431013353,1.1838515126104625,10.09426123438628,1.1560132717071607,0.9315267964661567
2024,1068,341649,3362.878277153558,2.4428838951310863,1376.6017631276352,2.660354287876652,0.6724169131258304,31.935723505703223,1.1813586458616885,27.03304675305369,1.1588574323563683,0.9305201431846583
