actor,public_commits,total_commits,is_org,n_repos_2025
admin-casbsaasapiqams,191,191,True,3
cwensel,36,112,False,3
rajibsingha07,0,0,False,2
Zauzanov,242,242,False,2
Harmanpreet-Microsoft,26,26,True,3
sebastiaoteixeira,-1,108,True,4
thankiuday,64,64,False,2
mtweeman,-110,31,True,2
Herob527,85,85,False,2
zerovirgo969,0,0,False,2
ShinSeongCheol,4,4,False,2
alsheroziy,-119,29,False,3
rosspalmer,29,29,False,2
abdulmazidakash,68,86,False,3
minstrel1149,35,35,False,2
OrlandoJim24,48,48,False,2
keeganwitt,293,293,False,3
2018180011woochan,96,96,False,2
gkjohnson,626,743,True,2
andremigotto,0,0,False,2
jonathan-martz,-27,39,False,2
ryohidaka,-218,190,False,2
marcoieni,597,597,True,3
Roy538,-810,27,False,2
Perceu,16,16,False,2
bmos,543,543,False,9
pjgowtham,22,22,False,2
n6wxd,0,0,False,2
jaylorch,39,39,True,2
ys7520ys,0,0,False,2
rudra-404,0,0,False,2
vagadiya,46,46,False,2
ssiatkowski,80,80,False,2
echobash,62,79,False,2
xantoz,19,19,False,2
rhanka,1344,1344,True,2
paulpichon,104,104,False,2
DissonantAU,0,0,False,2
S-NOWNUM-B,809,809,True,3
jvfd3,-3,76,True,3
kherrick,53699,53699,False,3
maksim-zakharov,-1485,57,True,2
mib1185,50,50,False,6
OmarA321,2,2,False,2
h0x0er,-513,24,True,2
rajat290,11,56,False,2
ardetrick,55,55,False,2
xiaoka6666,5,5,True,3
moinnakhwaji,3,3,False,2
1jiwoo27,52,58,True,2
chaseunggeun,0,0,False,2
benjaminhuanghuang,232,232,False,2
Abelable,268,268,False,6
nikhil-biradar,0,0,True,2
David-patrick-chuks,418,858,True,3
duduborges,31,31,False,2
vvuk,-321,16,False,2
renechoi,-2369,22,False,3
cristicretu,-297,68,False,3
keileg,162,162,False,2
D3konR3kon,-78,0,False,2
truc0dev,0,0,False,2
byambaa1982,11,11,True,2
lamabeta,58,58,True,4
Marc-Andrieu,28,102,True,3
jckenny59,14,14,True,4
tarun-102,7,7,False,2
yzhang2016,100,100,False,2
haoyu163,0,0,False,2
webfeathers,6,6,True,2
RomeoJackson199,641,641,False,2
22112030YUJIN,0,0,True,2
mslacken,109,109,False,2
koic,321,321,False,3
UttkarshSingh1738,6,7,False,2
Alexbruvv,9,9,False,2
AlanSantos401,69,69,False,2
jbweber,-8,5,False,3
pjuned,0,0,False,2
prem-choudhary,144,144,True,2
moo-elsayed,22,22,True,2
Aruh1,-10,226,False,2
cvyl,61,82,False,3
DavidMarcial,0,0,False,3
ttelang,-13,1,False,2
Kennjenga,-275,28,False,2
Mdsakib999,93,93,False,2
carlonluca,41,41,False,3
thuanalg,0,0,False,4
Rojasspeedcuber,17,17,False,2
kellerkatlin,-60,0,False,2
mdsahilnoob,-251,190,False,2
akimon658,144,148,False,3
bol-van,4,4,False,2
carthick0,16,16,False,5
jazzminpearlduncan,5,5,False,2
mamontuka,13,13,False,2
slonce70,23,23,False,2
bernhardmgruber,216,223,True,2
ejrgilbert,333,335,False,2
priiii08918,0,0,True,4
MaxPastukhov15,3,3,False,2
btschwertfeger,88,88,False,4
Barkat-Ullah,38,38,True,3
drupol,0,0,False,5
ornicar,2118,2195,True,3
seanconroy2021,35,43,False,2
BenTopping,165,183,False,2
AndromedaRZ,0,0,False,2
Starman3787,-185,8,True,2
tarsius,931,931,False,22
Waldemar-00,0,0,True,2
Blessing-09,0,0,True,2
gtzjesus,13,13,False,2
artemPGH,128,128,False,2
saadsrabon,60,162,False,2
apupier,101,137,True,4
tradeshiftcicomponents,0,0,False,2
jonasraoni,4,4,False,2
KangLin,342,342,False,4
smile995,15,15,False,2
satyamkale27,1,1,False,2
nateinaction,-284,22,False,2
MajorMoth,35,35,False,2
fenol64,40,113,True,3
bitwalk123,1720,1720,False,4
nikosmour,0,0,False,2
CEG1225,0,0,False,2
tom-sapletta-com,2674,4058,True,10
RohitKonge,0,0,False,3
DucAnh4r,0,0,False,2
joecool1029,73,73,False,2
shreyaspangal,-380,67,False,2
tisba,20,20,False,4
iamfaruk01,204,204,False,2
nikbrunner,1527,1966,False,3
Sudish165,-250,41,False,3
numas13,12,12,False,2
chrisgitiota,31,31,False,2
ravindrasirvi609,47,178,False,2
Abdurasull,1,1,False,2
vd-dev05,0,0,True,2
Anais-DZ,3,4,False,2
gabrielfior,-751,0,False,2
oldmartijntje,502,502,False,2
Amitay-apenas,26,26,True,2
javad-fallah-official,0,0,True,2
Brutus5000,30,30,False,2
TodereanRaul,7,7,False,2
priyagupta-js,143,143,True,4
Chuckame,-180,13,True,2
blagomanolov,5,5,False,3
andela-hpopoola,26,35,True,2
anukoolvikram,3,3,False,3
Stiofan,3,3,False,3
ryedemo,0,0,False,3
monimoni12,0,0,True,2
nathaponthakron132,0,0,False,4
Sonicadvance1,213,213,False,2
duonguwu,51,52,False,2
devilyouwei,43,58,True,4
backduu,97,97,False,2
Do-heewan,345,345,False,2
AEAE232,0,0,False,2
shreelshah12,9,9,False,2
saikumarpol,10,30,False,2
Prakkie91,-2915,31,False,22
MarioVilche,0,0,False,2
khromov,69,69,False,2
karlnicholas,351,351,False,2
navidreyhanian,0,0,False,2
SakodaShintaro,270,361,False,5
ajay-chandravanshi,8,8,True,3
Pran2805,-17,66,False,2
inverted-capital,-488,3,True,3
asatpathy314,-96,51,False,2
Tharunreddy123456,0,0,False,2
MahamTahir31,0,0,False,2
kaboya19,-455,382,False,4
NDRAEY,54,54,False,2
Cycrypto,129,129,True,2
Peiyang-Song,-234,120,True,3
ataylor89,366,366,False,2
andrewdevui,0,0,False,2
komed3,2492,2870,False,4
Tweety-Lab,-226,119,True,3
anttikivi,313,468,False,2
JinYing123,0,0,False,2
surajit-singha-sisir,173,173,True,2
weiquan98,0,0,False,28
medlynhan,-44,0,False,2
Chakyl,232,232,False,3
seniorquico,-115,13,False,2
TICIANOTAUP12,83,83,True,2
Anton-Dodonov,99,153,True,6
taori,-1,0,False,2
UndrDsk0M,7,7,False,2
kinglove1990,0,0,False,2
stuarthayhurst,238,243,False,3
Hardik-1009,11,11,True,2
aduquehd,-180,4,False,2
chirag-droid,-148,0,True,2
pmpatel-udallas,3,3,True,2
MARYAMTEE,48,48,False,2
YangQing-Lin,-11,9,True,3
estevesnp,109,120,False,2
djwrisley,72,72,True,2
scriswan,0,0,False,2
Defelo,196,196,False,3
lorenyu,2,2,False,2
zenzXD,3407,3407,False,2
myopicOracle,31,66,False,6
wheresmessi,0,0,False,2
garth-wells,21,21,True,5
fibonacci1729,50,68,False,2
enbraining,-100,117,True,2
Abbasam8910,46,46,False,2
VolkerEnderlein,37,37,False,11
emoney2,129,129,False,2
Hicham8367,0,0,False,3
get-free-verified-badge-service-for,277,277,True,8
Julianeves01,0,0,False,3
dvirla,70,70,False,2
shivakunv,2,2,True,2
nreilly-rhn,1,1,True,2
aymhki,8,24,False,2
ArielMcR,-15,13,True,4
dkconnect,-3,56,False,3
itsjfx,62,71,False,2
HendyNurSholeh,-128,4,False,2
KTachibanaM,64,149,True,2
gonzaJR24,2,2,False,2
Pistonight,210,210,False,2
tctree333,-18,15,False,2
MartinLambrecht,0,0,False,2
yulanvanoppen,0,0,False,2
devsnek,-133,18,False,2
izzytoot,53,53,False,2
kudratov26,37,37,False,2
joaovictormo,0,0,True,2
imeshthana,-537,13,False,2
softsurgery,105,105,False,2
mikearauj,0,0,False,3
Zeltrix10,62,62,False,2
usresp,0,0,False,2
yohannes2025,3,3,False,4
joshhunt27,0,0,False,2
sshin23,15,15,True,3
parksmojo,1,1,False,2
ANJ-NISH,0,0,False,2
PrincceKummar,0,0,False,2
Crocmagnon,6,6,False,2
lmajano,1081,1081,True,2
jasirck,6,6,False,2
leoporto166,152,152,False,4
minschive,-7,6,False,3
Bhusan1225,0,0,False,2
signalwerk,550,550,False,2
MikeWrock,1,1,False,2
shivamupadhyay1022,-15,8,False,2
Ns-AnoNymouS,0,0,True,2
nibanks,26,27,True,2
MichaelHillcox,-118,178,False,2
Nainisha0616,2,2,False,2
Dodofurtado,0,0,False,2
D-moc,1,1,False,2
RogerioZFaga,0,0,False,3
mgoin,7,108,True,5
04Shubhampatil,4,8,False,2
DevSurafel,27,27,False,2
judaicadhpenn,23,23,False,2
Josh-Matsuoka,8,8,True,3
FischukSergey,121,121,True,2
GALGAT,106,106,False,2
Wulian233,116,116,True,4
salah559,0,0,False,3
wzieba,61,61,False,2
antazoey,-214,19,False,5
bemky,-161,77,False,2
iaminwoo,100,100,True,2
HORONGSTAR,0,0,False,2
eduardoraraujo,0,0,False,3
MR-1985,0,0,False,2
amezzles,0,0,True,2
DhrumitPanchal,-13,53,False,2
YDaoui,23,23,False,2
winlinvip,15,15,False,2
Pilot-Pirx,58,58,True,2
dachenzo,201,208,False,2
zsmb13,125,140,True,2
SaiMahendar,0,0,False,2
kauanzin222,187,187,False,2
bsh52,194,194,True,2
genaris,-1,123,True,3
digitaltom,239,385,True,2
chybisov,78,83,False,2
rayhan-fardous,56,56,True,2
MattClarke131,45,45,False,2
thozza,92,109,False,6
YenHVo,0,0,False,2
ibrahem-abdelghany,7,7,True,2
xenartist,-177,153,False,3
caballorusiomoro32,0,0,False,4
PratamaWhyu,0,0,False,2
madprops,1547,1547,False,2
fdio-github,0,0,False,2
Shayanzahid227,-73,14,True,3
Je-eva,-18,0,False,2
ToreMerkely,5,5,True,3
santatsut,15,15,False,2
azzmosphere,248,248,True,3
Rishabh5321,346,374,False,2
SajidriX,9,9,False,2
Chun-Bae,202,202,True,2
lolos2go,0,0,False,2
Aniketyadav05,29,29,False,2
trasherdk,14,14,False,2
fedimser,44,44,False,2
Soul-Code369,0,0,True,2
gregorriegler,221,259,False,2
Quintxyz,0,0,False,2
rivenirvana,55,80,False,4
littlebullGit,-42,2,False,2
NaelQAWAS,0,0,False,2
GohYuJin,0,0,False,3
alocken,0,0,False,2
110701081,0,0,True,2
santoshtmp,16,86,False,3
IslamicContentHub,0,0,False,2
Sharmila3578,0,0,False,2
exoego,-1446,92,True,2
Jikoo,41,45,False,2
Alonso-del-Arte,1334,1334,True,3
CalvinG-Analytics,0,0,True,2
MasWag,-565,76,False,2
CppCXY,666,666,False,2
serge-rider,-265,190,False,4
dataZhi,0,0,False,2
rnetser,207,325,False,3
bnorberg,34,34,False,21
cmouse,97,97,False,2
Shari945,0,0,False,3
Varshidraguraman,0,0,False,2
pritamnikam,88,88,False,2
smate1,2,2,False,2
dharmab,389,389,False,2
yzzyielle,0,0,False,2
KaiPenazzi,60,60,False,2
hokagecreativelabs,0,0,False,2
chhaya03,0,0,False,3
luke-h1,-81,288,False,3
dby321,22,22,False,2
codeh007,10,10,False,2
dj258255,451,486,False,3
Andrey0800770,17,17,False,2
tmnestor,105,105,False,4
Saber1Y,167,199,False,2
g0ofycat,5,5,False,3
MaceWindu,70,70,False,3
SLFatemi,133,180,False,3
rafaelab,22,101,False,2
thimmwork,-79,0,False,2
afourney,-158,2,True,2
Pansocrates03,5,5,False,2
Kundan-Krishna366,-31,7,True,2
Girish-Krishnan,0,0,True,4
vinsdragonis,132,296,True,3
hlasitahudbabezzvuku,360,379,False,2
vatai,184,184,False,2
Syed-Bipul-Rahman,-179,36,True,3
rpdelaney,-14,233,False,3
WongYH01,0,0,False,2
jgarciacode,0,0,False,2
DeeLMind,23,59,False,2
Juanadelacuesta,1,1,True,3
sippinwindex,0,0,False,3
Arpitpassi,53,53,False,2
catupeloco,24,24,False,2
belovelace,52,52,True,2
zingale,906,931,True,6
osm-ToniE,240,240,False,2
memecoder12345678,27,27,False,3
Khushdilbaliyan11,0,0,False,2
azahnen,34,34,True,2
Lunedor,127,127,False,2
otz2026,0,0,False,2
lyouxsun,101,134,False,2
f0rbit,490,681,False,2
rmusser01,615,615,False,2
mussyaroslav,-28,0,False,3
aravindgopan-dev,16,40,True,5
blacktop,7,508,False,5
marydhevanayagam,0,0,False,2
Dibyendu17122003,1,1,False,2
lmiccini,67,67,False,2
kimnikge,0,0,False,2
RedMercury-14,0,0,True,2
southernMD,16,16,False,3
Captainpax,58,192,True,2
jean0t,9,9,False,3
de-quenx,25,25,False,2
RuiXuqi,16,16,False,2
louiefalfonso,52,64,False,2
twkim5235,-1207,43,False,2
christophehurpeau,-348,142,False,2
tharun52,5,5,False,2
svlord5,-541,1,False,2
QUIQQER,0,0,False,3
NkululekoMemela,25,25,False,2
dreibh,-58,152,False,2
avarant,-905,51,False,3
in27sung,-1,0,False,3
singhaniya0411,1,1,False,2
darwin-simbajon-dg,0,0,True,2
siddsabata,30,30,False,3
Konstantin-Gromakovskiy,2,2,True,2
Freed-Wu,235,237,False,8
fumiyasac,-317,83,False,3
loredanagostian,0,0,False,2
marmooo,549,549,False,16
chiragyadav916,0,0,False,2
normj,28,28,False,2
alexjustesen,-370,40,False,2
anandazaugust,67,67,False,2
jvanasco,0,0,False,3
Edufort321,0,0,False,3
blcoussama,-66,44,False,3
andros-ua,0,0,False,2
RangHo,18,104,False,3
KrutagyaKaneria,251,251,False,3
sbwml,333,346,False,4
Shobhit070304,25,25,False,2
kartikkkdua,-5,4,False,2
chandrashekharjoshi3022,0,0,False,2
Lexmw,0,0,True,2
andipllana23,7,7,False,2
ajmaurais,8,26,False,2
sakthii21,0,0,False,2
relbns,-1314,0,False,2
CooperBigFoot,-457,337,False,2
ayush-jadaun,-581,290,True,2
sohil-kshirsagar,68,68,True,2
Natnaelsamuel,12,16,False,2
noateden,392,392,False,3
lukaszkolodziejczyk,-30,41,False,2
dhananjeiyanb-cmd,1,1,True,3
ClaytonKnittel,106,106,False,3
yugwangmyeong,2,2,False,2
tanmaycodess,-55,4,False,3
rudduddl,126,126,True,2
idvoretskyi,10,35,False,2
Coda1977,50,50,False,2
LetMeFly666,60,86,False,2
Harshavarthan-007,0,0,True,3
thelenetski,26,26,False,2
rajeevkumar-nr,9,9,False,4
shaoting-huang,14,14,True,2
MACARVALH0,5,5,False,2
tbantle22,-728,258,False,4
anto2887,-1,0,False,2
elai-shalev,48,48,True,2
hjluo,12,12,False,2
cuckooolly,145,145,False,3
marcfreir,2,2,False,2
mweinelt,1168,1168,False,2
mdshahariarhafizofficial,133,196,False,2
Dr-Octavius,0,0,True,2
loczylevi,27,27,False,2
NicolasKappuru,0,0,True,2
JasaSK,57,57,False,4
rezaparamarta,33,33,False,2
pocpat,-16,0,False,3
bimal-bp,237,237,False,6
CaptainSpaceCat,0,0,False,2
ragnarok22,-2333,856,False,5
HwangInUng,1,1,True,2
younghak9905,23,23,True,3
hyheiyue,172,172,False,2
ZahinRakin,-2,23,False,2
danbugs,81,81,False,2
pacokeks,1,1,False,2
Devanath03,761,761,False,2
solarluiso,0,0,True,2
ion-elgreco,-83,29,True,3
959AI994,0,0,False,2
tes-rep,0,0,False,2
rexdotsh,-1419,284,True,2
Dark-Vinci,0,0,True,2
younata,17,17,False,2
zaucy,71,163,True,6
347Online,28,117,False,2
AFnRFCb7,189,189,False,4
Esuza-arch,0,0,True,2
somahargitai,14,14,False,3
magnusmagz,1,1,False,2
mpepping,-93,23,False,3
logandavies181,41,41,False,2
lucasalencarxisto-stack,0,0,True,2
Strider221B,36,36,False,2
neoapps-dev,408,497,True,3
mantasmatij,9,9,False,2
Sahad-Ai,0,0,False,2
rajaaabdurr,0,0,False,2
rameshraghupathy,2,2,False,3
shanuu23,26,26,False,2
lachlangrose,118,118,False,3
Mahmoud-Italy,-194,0,True,5
lahinson,51,51,False,2
Mindev27,-163,19,False,3
VadymZhernovoi,0,0,False,2
AtumaDavid,8,8,False,2
itsnotsos,98,98,False,3
KevOneRedOne,19,19,True,4
Dwaynemaster007,0,0,False,3
Sugatraj,0,0,True,2
IsmailMuhammed2019,0,0,False,2
sooocong,352,352,True,3
MurielHamstra,0,0,False,2
habeshaethiopia,0,0,False,2
Middlent,14,14,True,3
cgorski03,54,111,False,2
cloudsoswift,33,37,False,2
fukusuket,321,321,True,4
upekshaip,21,124,False,3
redfrog999,109,109,False,4
Fermain,-496,21,False,2
sadeshahansana5-cloud,206,206,True,2
doyaGu,474,474,False,2
prodipsb,533,533,False,3
Vija047,55,55,False,3
njzjz,-7,123,True,5
lwasser,150,152,False,5
moury12,-77,123,False,3
Sagi-BA,5,5,False,2
farkhanmaul,31,31,False,2
luixxiul,193,193,True,34
Therdsak,0,0,False,2
sfc-gh-ext-simba-hx,7,7,False,2
tseykovets,148,148,False,3
jchapuis,0,0,True,2
itzfahadoooo,-181,1,False,2
RazoBeckett,-29,162,False,2
4Min4m,0,0,False,2
woojin-kil123,0,0,True,2
dkliban,44,44,False,3
austinyu,1,1,False,3
emlys,269,269,False,2
colynb,-343,4,False,2
simonmarty,10,10,False,2
mishrakajal2200,13,13,False,3
aryaayushi,2,2,False,2
jonghwa3471,179,179,False,4
AsthanaShivanshi,153,153,False,2
shahadathhs,497,768,False,4
DucTran999,271,271,False,2
Alvaro-Calleros,15,15,True,3
laibaSarfraz20,0,0,False,2
ChiragSrivastava,0,0,False,4
maimux2x,29,242,False,2
koko57,187,218,True,2
eu-ge-ne,-941,65,False,3
medvezhonokok,12,12,False,2
supernaga,82,82,False,4
andrenho,-245,45,True,7
ramonrautenstrauch,46,46,False,2
laof,80,80,False,2
leekillough,4,8,False,2
alekspetrovv,0,0,False,2
arjun-mighty,1,1,True,2
botfusions,14,14,False,2
AndreasFranke5,-28,9,False,2
bookmyassets,395,395,False,2
GHeart01,28,88,False,5
backsani,72,72,True,2
Augsrock,0,0,False,2
fau-33,62,62,False,4
Helly1337,0,0,False,2
BiancaNiemann,81,81,False,3
SAGE-OF-SIX-PATHS,0,0,True,2
a43992899,-2,1,True,2
llricci,8,9,False,2
RancherJie,65,65,False,2
SauravJha5,50,50,False,2
Uangsaya7m,0,0,False,2
betocostadev,12,76,False,3
DavidMarier,28,28,False,2
n0toose,16,16,False,2
lecher168,0,0,False,2
shanerwilson,0,0,False,2
shashwat12965512001,-135,0,False,4
boubaker,-156,39,True,2
chunzhi23,23,23,False,3
peterpolidoro,283,284,True,3
flinnthebin,11,15,False,4
Abdullag4,0,0,False,3
DuskMoment,46,46,True,2
Drombeys,31,104,True,2
im-anhat,6,6,False,2
newbee1905,119,119,False,2
Antwanola,-121,3,False,2
OlawoyeTaofeek,14,14,False,2
IshaTHub,-14,8,False,2
friendmeat,63,63,False,2
atiqbitstream,12,12,False,2
pineapple-bois,-406,0,True,2
BennyBot,-6,0,False,2
Kapil110248,309,309,False,3
nnshah1,8,8,True,2
lorenzopedro,2,2,False,2
apc-kamezaki,138,138,True,2
Tahsin005,255,516,False,8
minho00123,5,5,True,2
Rithsagea,75,75,False,2
fjorka,50,50,False,2
renangondo,0,0,False,2
Neel2645,0,0,False,2
dcassiani,0,0,False,2
maxachis,-804,153,True,2
CreamElDudJafar,150,150,False,4
AlexeyPevz,25,25,False,2
taunoe,91,91,False,2
frashid17,-175,326,False,2
3lLobo,11,11,False,2
Maxsabari,2,2,False,2
melonamin,-621,677,False,2
mvl-boston,12,12,True,2
TusharKoshti-1,15,15,True,2
mezentsevs,75,75,False,2
umarurize,-5,4,False,2
KoenVerboven,172,172,False,2
rpedersen3,661,661,False,2
Samoeun1234,0,0,False,2
xiaoyaochun8,33,33,False,2
wh1te4ever,49,49,False,2
marosirobi,5,5,False,2
miguelsolorio,26,30,False,2
nathannus,0,0,False,2
OfekShilon,2,2,True,2
sagar-1m,0,0,False,2
makkenzo,-741,2,False,2
rakun256,6,6,False,2
GiulioRusso,39,41,False,4
Proallone,4,4,False,2
tpawelec1,0,0,False,2
nwad123,6,6,False,2
gjabrahams,0,0,False,2
makoto-kubodera,-3,0,False,3
guxinshamo,0,0,False,2
anubias,20,20,False,2
justedro,-746,17,False,2
dqhau,0,0,False,2
Bppatkar,235,235,False,2
navicore,1868,2077,False,4
AhmedSaddique,2,2,False,2
ganytbs0910,77,77,False,2
rasool321,0,0,False,2
mihir-hadavani-inventyv,0,0,True,2
vishruth-thimmaiah,13,27,True,2
Sardorbek-Kuvondikov,4,4,True,3
Krishna-Thakar,0,0,True,2
alexcrichton,127,235,False,5
vikrantwiz02,29,117,False,2
ayomalbanneka,-115,53,False,2
lpsm-dev,-56,47,True,3
braiandaros,0,0,False,2
dieptu,0,0,False,2
Dongun614,79,79,False,2
dupontjoy,47,47,False,2
dragonx943,176,176,False,3
Mykal-Steele,208,212,True,2
satida1997,6,6,False,2
nitinsomu,0,0,False,3
Ds2023,0,0,False,2
johnlindquist,83,1981,True,4
ddJProj,-341,5,False,2
spritsailbot,43,43,False,2
gusmanb,-2,1,False,2
ali-ichk,37,37,False,2
Pranav970,0,0,False,3
kibbitech,0,0,False,3
stephanstapel,-41,46,False,2
ZainUddin321,0,0,False,2
wonsunahn,42,217,True,3
stanmart1,-603,15,False,2
pmh-only,504,525,False,4
Vidittamrakar21,13,15,False,2
ReMendess,39,44,False,2
IYarwood,0,0,False,2
m-sadkowski,20,20,True,2
dineshmahatara,0,0,False,2
Ashutoshbirje,41,41,False,2
parthergk,160,160,False,5
marvinvanaalst,200,229,True,3
RushabhBhosale,42,53,False,3
LM-Firefly,7,10,True,5
kamit6337,0,0,False,3
greimas1,0,0,False,3
waynezhang,31,31,False,4
Shot-SY,752,752,False,2
sunhwaaRj,495,495,False,2
COCO-1212,0,0,False,2
uZer,8,36,True,2
VorpalBlade,28,28,False,3
roboticsysinfo,3,3,False,2
stavrosmachinima,-2,3,False,2
RiddheshFirake,0,0,False,2
LingteaLuv,0,0,False,3
Louikka,54,54,False,2
Cats1337,-35,8,False,2
hoanganhduc,363,363,False,2
rgerhards,352,448,False,2
ImranKhanPrince,-48,0,False,2
PXshadow,216,216,False,3
mn-stratapps,0,0,True,2
BrSilvinha,-54,54,False,3
5epi0l,14,14,False,2
Sm1321,73,85,False,2
rcbgr,0,0,True,3
TheOrcDev,-87,453,False,3
mohammadhbi,0,0,False,3
f-cramer,48,48,False,4
bowenli86,-59,6,True,2
JCQuintas,21,208,False,2
labkey-jeckels,-16,55,False,2
Alessandro623,0,0,False,2
851543,0,0,False,2
jaypops,13,13,False,2
23A91A0565,1058,1058,False,3
Khurramnaveed3233,204,204,False,5
sweckenmann,3,3,False,2
bakfox,0,0,False,3
pkbullock,68,140,False,2
boyarinn7,0,0,False,2
Medinab27,0,0,False,2
tannerdino,8,8,False,2
piotrlewalski,641,641,True,2
wenbinlyuTT,17,17,False,3
UTSHO2628,521,521,False,3
rj8adh,-26,0,False,3
syuoni,-44,14,True,3
FijiAura,0,0,False,3
LucianC2025,0,0,False,2
Fink2005,-19,28,False,2
chahyunwoo,-339,303,False,2
andreoss,355,496,False,3
softworksbrasil,0,0,False,5
MushalMohammed1,0,0,False,2
albertgong1,-178,246,False,2
daniel-hauser,-1865,33,True,2
taek0622,188,190,False,2
Rxfa,3,9,False,2
Jonny-Ringo,-31,19,True,2
hhhaiai,0,0,False,3
rreusch2,0,0,False,2
NamKyeongMin,0,0,True,2
SothanaRith,12,12,False,2
Abhishek-jaswal,188,188,True,2
2noScript,-87,35,False,2
lucidrains,661,664,False,6
youtube-com-embed,0,0,True,2
IyonaLynn,0,0,True,2
LuciKoS,0,0,True,2
leoscastilho,3,4,False,2
Abhilekhgautam,20,20,False,3
rupesh-badode,-73,15,True,3
OpenSource-For-Freedom,0,0,True,4
dMario24,16,16,False,2
adeguet1,208,208,False,3
padmeshdviwedi,2,2,False,4
aayushh-30,181,181,True,2
Mookse,1,1,True,2
beichen23333,387,387,False,2
wirrywoo,0,0,False,3
romulovieira777,50,50,False,2
MoradShebl,0,0,False,3
tribanj,-9,10,False,2
lmbelo,4,6,True,2
DiMoNiO04,0,0,False,2
jacobrak,-25,16,False,2
Raffi-cymk,7,7,True,2
TA2k,432,432,False,3
ShivaniNarula29,0,0,False,2
rrsettgast,11,11,True,2
VaibhavArora19,-173,98,False,2
jokyv,-132,71,False,2
robsontenorio,-12,90,False,3
Euclid-Jie,439,439,True,2
shrinathmane,0,0,False,3
jrconway3,15,18,False,2
leoheim,0,0,False,2
J1HOo,0,0,False,2
Maarioo25,9,9,False,2
pranjalkuhikar,203,295,True,4
jbrandwood,2,2,True,2
chrisjihee,-105,39,False,2
sebschmi,397,397,False,3
Shivam7703,76,76,False,2
derrtaderr,45,59,False,2
muhammad-jiku,-9,49,True,3
PetersGlory,74,74,False,2
SunnyCloudYang,54,60,False,2
cachebag,434,548,False,2
yoni2z,1,1,False,2
notURandomDev,9,107,False,2
sebrandon1,368,1135,True,4
whyehtasam,-26,22,True,4
yawnzznie,0,0,False,2
Abbakkashi,27,27,True,2
andrewmackrodt,-82,2,False,2
kecnry,27,27,False,2
ksAutotests,1337,1337,False,17
kaneeldias,190,190,True,2
rafamrn,1,1,False,2
Chubercik,-6,3,False,2
sohailshk,2,2,False,2
anvitakarne,0,0,False,2
Jayden6849,0,0,False,2
riyazz03,19,19,False,3
vamsi2580,0,0,False,3
maiquelcjr,1,1,False,2
JhefersonCh,0,0,False,3
AndersonChavesS,30,30,False,2
pipo02mix,-234,62,False,2
ffflorian,145,308,False,6
vindhyahk,19,19,False,2
brandonchinn178,367,367,False,4
siloksan,99,99,False,2
aborruso,2719,3275,False,3
Liam-Benton08,0,0,True,2
zianyi,0,0,False,2
Sneha732,0,0,False,2
rubo,84,143,False,4
paulasanchezg,0,0,True,2
PRO-2684,-73,180,False,5
typiconman,-29,6,False,3
Benny24aa,67,67,False,2
Lucasv-github,86,86,True,3
3m1n3nc3,943,1079,True,4
YongHo-FOG,0,0,True,2
yassince,0,0,False,2
peetmate,12,12,False,3
Alexx-17-08,0,0,True,2
analystsayan,2,2,False,2
efahnjoe,181,185,False,2
uotinitiative,0,0,False,2
jasonlryan,11,11,False,3
vasiliy-klyotskin,-10,0,True,2
Sifat049,918,919,False,2
abarolli,0,0,False,2
yeeun0702,-814,206,True,2
vburlay,0,0,False,2
nykolai-d,0,0,False,3
nickolashkraus,-155,221,True,21
sedegah,7448,7765,False,12
Manojkumar007-cs,0,0,True,5
secfurry,2,2,False,2
luizarnoldch,-360,17,True,3
xanzhu,81,105,False,2
AHuffmyer,47,47,False,2
sobolevn,305,305,True,6
raven428,167,167,False,4
Rupesh-Kumbhar,22,24,True,2
rajarshidattapy,12,159,False,4
mdibaiee,24,54,False,2
motdotla,706,1233,True,2
mbwork1,0,0,False,2
Sachin-005,0,0,True,2
angeloskath,42,42,True,2
synw,98,98,False,3
m2a5x6i0m1,68,68,False,2
MurrayGroves,23,50,False,2
han-chunsik,0,0,True,2
validcube,260,260,False,5
mariusz7b1,10,10,False,2
yeonholee50,-3,0,False,3
csmith,467,510,False,3
Mkassabov,266,282,True,2
d-eniz,11,36,False,2
Krasimir-Hristov,203,206,True,2
alegauss,706,716,False,3
timkpaine,1963,2237,True,25
HossBigft,3,3,False,5
yarlson,22,632,False,2
AlexIndiongco,0,0,False,2
rigdoge,0,0,False,2
blaginin,-480,36,True,3
Pixotruche,6,6,False,2
GiGurra,319,523,False,2
rhythmbhavsar,9,9,False,2
texpercomp,1,1,False,2
tafamus41,0,0,False,2
LamNoem,3,3,False,2
OBitencourt,71,71,False,2
Adepoju044,25,25,False,2
qte77,199,275,False,2
Sahi1l-Kumar,33,51,True,3
likith-sg,-14,18,False,2
marzzelo,-145,30,False,2
wslyvh,90,135,False,2
eascrizzi,0,0,False,2
RasmusGraabaek,0,0,True,2
mertkavilcioglu,25,25,True,2
zachdaniel,104,573,True,8
essioui,10,10,False,2
OmarFaruq97,63,63,False,2
OmarAli141,4,4,False,2
JohnKimaiyo,48,48,False,2
mestachs,-188,23,False,2
nathancailbourdin,46,46,False,3
nics-cyber,0,0,True,2
asahara-icall,0,0,True,3
hn83320589,51,51,False,2
antonvw,55,55,True,2
rnsrk,207,207,True,2
