year,full_top_1pct,dev_top_1pct,diff_pp
2019,49.49626250606169,29.102824233326764,-20.393438272734926
2020,51.30780021598191,33.83348502489223,-17.47431519108969
2021,54.77752783591805,39.60744911188743,-15.170078724030617
2022,56.42558621901135,42.10403157521703,-14.321554643794322
2023,60.17970548646861,41.98370152393477,-18.196003962533847
2024,68.88774942459587,47.754446781569406,-21.133302643026457
