group,year,n,alpha,se,ci_lower,ci_upper
personal_only,2019,53945,1.9909989438587796,0.026310168644599247,1.9583385449096538,2.0306286195796655
personal_only,2020,73483,1.9459125952896605,0.020911800175454787,1.9179989553321344,1.9776957965686364
personal_only,2021,83614,1.8596037302761945,0.1446530699733999,1.839344633880104,2.1675891795302547
personal_only,2022,92200,1.8261076442026896,0.11430610681463804,1.799875855917553,2.163405393367327
personal_only,2023,99585,1.816573830513791,0.17424693667912403,1.795475284049536,2.1826751633332
personal_only,2024,102204,1.7788952163346972,0.1632037171772219,1.7648625009106214,2.168293350722011
