actor,public_commits,total_commits,is_org,n_repos_2025
ddayin,3,3,True,2
BonnyAD9,126,201,False,4
YassienTawfikk,38,49,False,9
tresabhi,927,1102,False,3
larsks,1036,1036,False,5
EmilyBourne,123,124,False,2
mauricegift,5764,5764,False,3
mindworldschool,101,101,False,2
ZubalYana,12,12,False,3
alimnh520,233,233,False,2
eslam-allam,117,217,True,2
gtorresgrau,12,12,False,2
dkumar0501,128,128,False,5
aryan-139,68,69,False,2
marcela981,72,96,False,3
mattrpav,11,12,True,2
MED-007,9,9,False,3
dunossauro,171,171,False,2
phatss-dev,31,31,True,2
huzaifakarim1,7,25,True,3
uniskie,71,71,False,2
RuchiraRTG,57,57,False,3
Okeanos,121,121,False,8
dimgametv,83,83,False,2
tetj,100,100,False,2
Durgaprasad-Developer,74,74,True,2
Bana0615,108,136,False,4
andrewweston,97,97,False,4
rameezwangde,20,20,False,2
4245877,118,118,False,2
CTTY,24,24,False,2
rogermiretin2,177,177,False,2
isahlabbo,85,85,False,2
DeepenNehra,7,7,False,2
AR-92,59,59,False,2
Nopass0,275,275,False,3
Shahriar-Fardows,140,140,True,2
UniForceMusic,232,232,True,2
Eltaf-azizi,299,299,True,3
remibetin,112,112,False,2
rafopm,3,3,True,3
GeertvanHorrik,1552,1552,False,2
pearlpandz,7,7,False,2
sanaderi,109,109,False,2
OscarMeza24,25,25,False,3
Ernstiman,3,3,False,2
Semirss,155,288,False,2
manu88,341,342,False,2
tuallen,204,204,False,2
ledccn,3,3,False,2
colleenXu,104,104,False,2
wonder1ng,81,81,False,3
KoHo512,15,60,False,2
ic-dev21,180,180,True,3
srimanh,55,55,False,3
scientiac,650,660,False,4
jpgoldberg,87,88,False,2
vatsalrishabh,15,15,False,2
LeHaiTho,7,7,False,2
plokhotnyuk,176,176,False,6
satwikshirsat04,13,13,False,5
AbdulrazzakSwai,177,177,False,2
ramtejvigna,38,38,False,2
rdboboia,6,6,False,2
Seopia,6,6,False,3
ivancarlosti,282,293,False,2
CatHood0,4,4,False,3
QuanjianSong,9,9,False,2
beteab548,12,12,False,3
plc-user,6,6,False,3
Bs-cards,8,8,False,2
tmak2002,118,118,False,2
harshkhandeparkar,86,120,False,2
pooreunblue,254,254,False,2
nabobalis,207,222,False,9
mzr-Qasim,23,23,False,2
Aasyaco,138,143,False,3
insanezindol,66,66,False,3
TheMoeEntity,44,62,False,2
jeffshrager,58,58,False,2
uiuxadeadev,35,328,False,4
jacalata,15,15,False,2
peterwilsoncc,311,351,False,4
ajaykumar4,97,97,False,3
softmattertheory,145,145,True,3
westonsteimel,115,277,False,4
Nahuel61920,67,313,False,2
mario-koddenbrock,844,975,True,2
jeezs,366,366,False,3
mpilgrem,90,90,False,2
GMishx,38,38,True,2
DatWins,57,57,False,3
wuzhiyuan2000,12,12,False,2
SebinSong,67,67,False,2
greyhypotheses,2390,2902,False,5
DivitMittal,497,547,False,2
rvsvrio0,19,19,False,2
Ebee1205,42,96,True,2
matt-o-how,73,73,True,2
GigiaJ,1156,1157,False,2
katspaugh,437,509,True,4
samarthh23,10,10,False,3
yoyo99,47,47,False,2
Lie-Kong,21,21,False,2
quanticsoul4772,1214,1214,False,3
Aoverbye,3,3,False,2
brian-smith-tcril,45,47,True,2
electrocucaracha,221,234,False,3
mattn,1356,1361,False,2
shekshuev,155,186,False,3
satgunsodhi,48,48,False,2
khanghy1000,5,12,False,3
PrymalInstynct,13,14,False,2
ardatan,452,459,True,7
rs028,7,7,False,2
Jinoko01,32,32,True,4
Chirag-S-Kotian,56,216,True,2
AmanDeepSinghH2,89,89,False,3
1foxy2,28,28,False,2
KingKush99,17,17,False,2
desbenn,79,81,True,4
noxone,43,43,False,3
Neatink,27,27,False,2
AkibaAT,49,49,False,2
olljanat,291,313,False,2
kaspernj,2742,2742,False,8
conartist6,669,669,True,8
FriptuLudmila,7,7,False,2
Abdulquadri-Mahmud,50,50,True,2
jwstover,47,47,False,2
yyihuang,24,24,False,4
marvingregormrzyglod,25,25,False,2
QuyenLy87,153,153,False,3
zoontek,63,97,False,2
DavSanchez,185,249,False,4
HwangRock,95,95,False,2
felipepimentel,59,59,False,2
hokusei-0072,10,10,True,2
sentriz,13,263,False,3
cjohnramirez,19,19,False,3
dyacob,264,264,False,2
haloweavedev,103,103,False,2
xanafterx,3,3,False,2
justtshreyansh,25,25,False,2
Debugger3000,141,141,False,3
edrobertsrayne,389,389,False,2
TFMV,50,50,False,3
PhilipOndieki,83,84,True,2
publieople,8,8,False,2
paulovigne,151,151,False,3
sadeeabdullah,133,133,False,2
afuetterer,27,27,False,3
xp-bear,11,11,False,2
NalawadePratima,21,21,False,2
KakaBewok,4,4,False,4
knoksen,42,51,False,2
Shivangi1515,324,324,False,2
cuistobal,10,10,False,2
thobbsinteractive,258,258,False,2
Hugh-Kumbi,66,66,True,2
patricktnast,37,37,False,2
WardBrian,227,237,True,3
sapanagupta25,6,6,False,2
Ghesselink,16,16,False,2
rafaelvalotta,3,3,False,2
Timix5,34,34,False,2
Wmolina17,9,10,False,2
ckopec-dev,638,726,True,4
jamesnetherton,152,173,True,5
trasher,21,309,True,9
mohamed-barakat,192,309,True,4
marang,16,16,False,2
toBeOfUse,127,149,False,3
Mohammad-Madni,15,15,True,2
Anton-Shcherbatykh,192,192,True,2
ilius,34,34,False,3
SiekamCebule,31,32,False,2
danielfebrero,166,193,False,2
y1141335509,11,23,False,2
underradicals,3,20,False,2
terrywbrady,197,451,False,2
jamj2000,252,252,False,4
SM-GIT-HUB,358,358,True,2
naveen-kumar-30,15,15,True,2
theosementa,133,236,True,3
twitocode,162,162,False,2
JJonnass,10,10,False,3
shahbaz-athwal,243,261,True,3
globopedia,717,717,False,4
ndlevinzon,9,9,False,2
tmszi,487,487,False,3
Kalyani812002,41,41,False,7
josondev,172,172,False,2
technophile-04,85,103,True,3
betim009,85,91,False,2
ak-sudo,127,127,False,2
xzbdmw,4,4,False,3
wStockhausen,36,36,True,2
Pratham82,39,39,False,2
Himanshu-coder007,13,13,True,2
samson-16,4,4,False,2
sakethpathike,190,203,False,3
smartqasa,268,268,False,4
Greelan,171,171,False,2
Rashitov-S,6,10,True,2
nicholascar,454,454,True,4
wranders,109,114,True,2
TheDiVaZo,5,5,False,2
Sants-Coder,35,35,True,2
Ronit26Mehta,1827,1875,False,2
trissim,1135,1139,False,2
deep1401,1700,1705,False,2
mviniciusca,7,7,False,2
marisathewitch,4,4,False,4
jona159,68,68,True,2
dunglas,109,129,False,2
Snuffy2,58,58,False,4
ivy-lgi,55,136,False,2
shi-eric,511,511,True,5
Elessar1802,37,61,True,2
chienlove,80,80,False,3
mintsky0172,25,25,True,4
hansorlee,57,59,False,2
gabe-ven,22,60,False,3
brianroyee,62,62,False,3
withaarzoo,147,170,False,2
xmhhmx,117,117,False,2
vm3do,406,422,False,2
a1smile,12,12,False,2
media-frameworks,71,71,True,3
stellar-flame,28,28,True,2
AbdulatipA,3,3,False,2
deepakjois,125,225,False,2
mo271,181,210,True,3
KompallyAkhil,193,193,False,4
rranjan3,25,25,True,3
SebRamsland,17,17,False,2
Fallen-Breath,262,269,True,4
eduardovfaleiro,19,19,False,2
LISTEDMILE,66,73,False,2
slagle,3,9,True,3
levivilet,3563,3563,True,10
marcocondrache,95,103,False,2
aagamaar,11,11,False,2
tuj,111,111,True,3
paulpriyanshu,39,39,False,2
bocchi810,808,808,False,3
kfly8,962,1723,True,3
Vlada45,79,79,False,4
prayag29-sahu,394,394,True,2
thiagopassos2001,6,6,False,2
Alafiade,9,9,False,2
bqchi,16,16,False,3
akilaManu-MaHiTo,169,171,True,2
adamdjbrett,951,1126,True,3
apop5,75,75,True,3
yasersyafa,30,30,True,3
UcDust,13,13,True,2
tobiawolaju,991,1166,False,2
tmarfil,4,4,False,3
MaiaAndrey31,20,20,True,3
fubsbph,13,13,False,2
carstencodes,49,68,False,4
elo0008,15,15,False,2
mattfidler,495,495,False,3
danielBRTanimacao,214,214,False,3
mawkler,165,165,False,3
Mehedee-Hassan,3,3,True,2
aw1app,325,325,False,2
tjones60,17,17,True,2
TransportDebuger,51,51,False,2
wavim,33,33,False,2
Khush1009i,14,17,False,3
RiceBen,44,44,False,3
gapidobri,61,77,False,2
redddddsu,62,62,False,2
zobadaniel,71,71,False,2
dinki,128,128,False,3
AbhirajkarBajpai,11,11,False,2
rahulvikram,26,26,False,2
TyXD,20,20,False,2
hanafsky,17,17,False,2
ayushrusiya9,133,163,False,3
midudev,147,488,False,3
Tateni93,9,52,False,2
KnotEnvy,83,90,False,2
jarivatoi,40,40,False,2
Nix177,329,329,False,2
jdegand,180,180,False,8
shrinuvarshney,17,17,False,2
rogilmore,129,129,True,3
scallyw4g,4,4,False,2
duwlsssss,50,50,True,2
rishabh73096,278,278,False,2
hexianWeb,63,63,False,2
0xNeshi,51,57,False,3
heimskr,7,7,False,3
amisha-coderculb25,19,19,True,3
MohammedJasim001,152,152,False,2
cx20,861,877,False,3
Toneblock,11,11,False,2
Reckless312,11,24,False,2
zack-rma,61,61,False,3
davlgd,235,235,False,3
AdamFiser,35,35,True,2
AirysDark,307,307,False,3
cnlohr,219,254,False,2
Otumiky,3,3,False,2
alzwded,4,4,False,2
rlaugs15,46,46,True,3
jayanthbottu,65,65,False,2
nicolasorteg,119,119,False,2
hendrikebbers,215,287,True,2
jzabroski,49,49,False,2
Mrlinkwii,7,7,False,6
c-forrest,31,31,False,2
RishatTalukder,69,69,False,2
DylanRothbauer,50,50,False,3
ajayk,20,20,True,2
nsikkema,84,84,False,2
kaushalya4s5s7,52,99,False,2
curran,56,56,True,3
AxdeKlerk,166,166,False,2
GoranSuvacarev,30,30,False,2
AndreasEkman93,6,6,True,2
madhumitasugandhi,29,29,False,2
hitoshura25,97,97,False,2
JOwen-ster,31,31,True,4
ItzDingo,19,19,False,2
AlexeyShchukin,16,37,False,3
0xquantum3labs,17,17,True,2
LeonidSvb,4,4,False,2
justinfargnoli,28,28,False,2
0verWatchO5,62,74,False,3
Andrea-vicari,73,73,True,2
ThatMiniMi,21,21,False,2
RobertArustamyan,43,58,False,2
LachlanRowley-AA,24,24,True,3
0xbrayo,27,27,False,2
utkarshahu,5,5,False,2
rakkaudenrajamaa,21,21,False,2
DustinWin,152,190,False,2
jeffersongoncalves,1965,2735,False,6
rowanseymour,265,265,False,4
TD-er,119,119,False,2
stiles,151,518,False,3
polyglot-k,24,26,True,2
kieranknowles1,374,374,False,2
mohammedouahman,8,8,False,2
Matesfu,106,106,False,2
Yuna-commits,55,55,True,4
icweaver,194,194,False,2
SimonePenido,3,3,False,2
tclark89,18,31,False,2
douxxtech,625,632,False,4
Sayantan-B-dev,294,294,True,4
Ahmedsaid3,25,25,False,2
fsaia,9,9,False,3
metkm,287,287,False,4
hfhbd,54,83,False,4
svaleria,103,105,True,2
troychaplin,29,480,False,5
lukeina2z,63,68,False,3
Zeglius,57,57,True,4
ASuGuit,47,47,True,2
andrewrk,37,37,False,2
HatredT,5,5,False,7
09liweis,550,550,True,3
allisonkarlitskaya,79,79,True,3
pankajkumar903,18,18,False,2
fvieira-code,10,10,True,2
GeekCornerGH,7,12,False,3
saranyasa-siza,22,22,True,2
AlirezaPrz,8,8,False,2
vachan-maker,18,19,True,2
melissag-ensemble,118,118,False,2
toyotarou,354,354,False,4
starfrost013,86,152,False,2
SebaxDev,5,5,False,2
SnehashreeHazra,25,25,False,2
mtdcy,989,989,False,2
eljamm,251,251,False,3
strawgate,2139,2358,False,2
ThanCoder,97,97,False,3
DakeQQ,401,401,False,2
sureshjoshi88,51,51,False,2
MikaelMayer,294,294,True,2
mufeedali,88,93,False,3
learnbydoingwithsteven,33,33,False,2
vova7878,93,93,False,3
KushaalP,15,15,False,2
zetafunction,51,51,False,2
olliesilvester,48,49,False,3
akshithkl,6,6,False,2
dlohvinov,470,470,False,5
erikh,682,705,False,3
sajal-mazumder,150,150,True,2
davidheineman,29,108,False,2
Mwangea,15,18,False,2
retro98boy,51,51,False,2
shwejan005,35,60,False,2
nikhilsuryavanshi0005,9,9,False,2
MadBox-99,556,556,False,2
Mirotivo,17,17,False,3
arifasultana76,45,91,False,2
zzzmini,44,44,False,2
Siradankullanici,1017,1085,False,2
allenhouchins,177,278,False,4
alexravenna,7,29,False,2
22002509,7,7,False,2
Dipanshuk1,56,56,False,2
ruvindya28,41,41,False,3
asko123,12,12,False,2
GraniLuk,355,355,False,2
silamon,44,44,True,2
jhwwon,196,196,False,2
yumejensen,6,6,False,2
arcan1s,132,132,False,2
iamtrask,136,136,False,2
KV-Vel,64,64,False,2
kakunuriMahesh,88,88,False,4
anthonyshew,381,697,True,3
UDAY2031,152,160,False,2
nickhart,222,222,False,2
LTPRC,52,52,False,2
shashikantb,3,3,False,2
Kapu1178,85,85,False,2
smurtiranikhadanga,8,8,False,2
CodeBreakerMG,31,31,False,2
egalli64,30,30,False,3
leorenis,96,96,False,2
00752-tech,18,18,True,2
sarfrazryenpsd,10,10,False,3
AlexanderJCS,102,204,False,2
seadowg,266,266,False,3
miketropi,255,255,False,2
htay-htay-thwe,202,202,True,5
benwoo1110,51,132,False,3
mp-se,281,345,False,3
MrRubberDucky,276,281,False,2
MuriloLucena08,13,13,False,2
mmore500,1037,1138,False,7
raphy0316,8,8,False,2
JuanManuelMurilloLopez,58,59,False,2
GitZH-Chen,37,52,True,3
danishsheikh1122,4,4,False,2
maxime-leroy,21,52,True,2
junseo511,59,59,True,3
gneiss15,11,11,False,2
jagerman,150,150,True,3
sbkinoko,36,36,False,2
moraditya,4,4,False,2
Parsa307,54,54,False,2
DJSixHub,9,9,False,2
Wither19,55,55,False,2
KhiewJianBin,31,56,False,3
jstarks,86,86,True,2
JaCraig,1482,1482,False,3
jacobtread,211,354,False,2
vikky49,50,50,False,2
CristopherGamboa,14,14,False,2
chanmin-00,192,192,True,2
salmanpatnee,35,35,False,2
mdcodelab,106,110,False,2
nupplaphil,4,4,False,2
rfriends,612,612,False,3
sloede,61,61,True,6
nv-guomingz,11,11,True,2
SangWon7242,251,251,False,2
rogrange,6,6,False,2
EvezMemmedov,140,140,False,2
AlekseyVideman,55,56,False,2
kebojuara,21,21,False,4
EkoDre,47,47,False,2
guidcruncher,1823,1823,False,5
DjPressPlay,105,105,False,2
PhilipDeFraties,41,45,True,2
Kartikk1127,46,46,False,2
gaimerI,8,10,False,2
JLPeter,19,19,False,2
KSXGitHub,113,114,True,4
anhoej,30,30,False,2
hangeng,9,9,False,2
soponalways,100,100,False,2
MandarinSmell,37,37,False,3
MachaSreenath,203,203,False,2
jbarnsley10,494,494,False,2
Astharmin,16,48,False,2
aidanpmitchell,28,28,False,3
vovanukas,10,10,False,5
jasercion,6,6,False,2
Hezi12,25,25,False,3
ProjectHiNAtyu,52,52,False,3
haylee360,11,11,True,4
domwhewell-sage,5,5,True,2
derrioncodes,15,15,False,2
OchigboDaniel,11,11,True,2
iamalinguist,68,68,False,2
bobrocke,64,64,False,2
ocsolution,39,39,False,2
mtcuison,188,188,True,4
junior-coderr,7,7,True,2
Stefan0212,58,58,False,2
vindarel,121,121,False,5
geoffmccabe,77,77,False,4
RishabhJain2018,104,109,False,2
Emerson-Okopnik,25,25,True,3
efaulhaber,26,27,True,2
Dash-L,13,13,True,2
visuvp,22,22,False,2
privateip,176,176,False,2
s0u8a,8,8,False,2
brandonroberts,73,73,False,2
M-F-Tushar,567,587,True,3
Anto-4ny,4,4,False,2
iswaryamikkili,34,34,True,2
hafijul233,515,540,True,3
ramijames,115,205,False,2
I-Kouta,250,250,False,2
KenanGain,66,66,False,2
jvo-james,287,287,False,2
k8strainer,32,32,False,2
PavelMakarchuk,789,1016,False,2
israfilbd,29,29,True,6
practicmakesperfact,20,104,False,2
matthewyeo1,38,38,True,2
Sanjayraoms,38,38,False,2
NellowTCS,426,490,False,3
CamilaASenra,33,33,False,2
Alex-GF,318,318,False,2
imesaric,94,94,False,2
tugglep,5,5,True,2
sparkoo,88,88,False,2
Abhishek1017-sh,292,292,True,2
hananehmojadadi,23,23,False,2
swatigoel,10,10,False,3
VladislavDim,1304,1304,False,2
whs-dot-hk,111,111,True,2
Abhishek282001Tiwari,6,6,False,3
24zuli,12,12,False,2
ADALIY1,28,28,False,2
MADAO81,374,374,False,2
islamux,83,83,False,2
SisyphusRex,3,3,False,2
MishaProductions,57,57,False,2
aborroy,217,220,False,2
malusareabhi1,1021,1021,False,2
kadavilrahul,5,5,False,3
JereLantz,11,11,False,2
dtolnay,579,579,True,2
fumikito,586,709,False,2
joemarct,603,684,False,3
meghali96,53,53,False,2
andy-t-wang,612,689,True,3
dm-1904,35,35,False,3
VrajBirje,41,41,False,3
nadun96,103,103,False,2
2bndy5,100,100,False,4
cfc-pretorian,204,204,True,2
TristanKatte,47,47,False,3
Rahullkumr,30,40,False,3
ProfessorAuggie,3,3,False,2
jkwatson,3,3,True,2
MrSom3body,842,860,False,3
Yooonjeong,73,117,True,3
ris2830,5,5,False,2
xkatld,21,21,False,2
ykshang,6,6,False,2
Jonahhess,409,409,False,2
rettinghaus,211,211,False,2
dangibajrang,3,3,False,2
jkwmoore,9,9,False,2
therepanic,225,278,False,4
jmcgisc,24,24,False,3
RafaZenitus,10,23,False,2
swallowedB,173,173,False,2
GermanBurdin1,15,15,True,2
largeweb,637,712,False,2
Damilola640,33,33,False,2
dkdkwizard,58,58,False,2
that-jetpack-guy,3273,3273,True,28
thebullishbitcoiner,20,20,False,2
tarek-goher,23,23,True,2
IshiniTecla,7,7,False,2
andrejd1,4,4,False,2
quic-aditrath,74,74,False,2
doncarlo5,41,41,False,2
jonatasperaza,79,228,True,3
MichaelTMiyoshi,9,9,False,2
osanderson,41,41,False,2
sanskarOH,41,41,False,2
maheshghagare92gmailcom,16,16,False,2
Boga28,24,24,False,2
zozzz,60,60,False,2
Abhi13-02,6,6,False,2
amitbhatia654,15,15,False,3
AkankshRakesh,277,384,False,2
rafaguzmang,38,38,False,2
gpdnjs8,58,58,True,2
ThakurSaad,9,9,True,2
avagreyyy4,45,45,False,2
Deepanker200,74,74,False,3
anthonidev,116,116,False,4
KishoreBalajiP,28,28,False,2
GuilhermeOrtizDeCamargo,45,45,True,3
dumbmoron,131,175,False,2
Pg186903,15,15,False,2
iL9feYcUt,150,150,False,2
hakatashi,1030,1074,False,6
Haselnussbomber,528,528,False,2
Czaki,125,125,False,2
Bot-wxt1221,340,340,True,3
AnKhangKN,8,8,False,3
ChrisHirsch,13,13,False,2
rteranmartech,112,112,False,2
andlamb2002,165,165,False,2
gbicou,30,30,False,2
vrubezhny,14,14,True,3
ShadyFeliu,28,28,False,2
veb86,57,57,False,2
seorang42,308,313,False,2
Yechinalokesh,31,31,False,2
idleberg,1841,1841,False,3
Deeksha78,3,3,False,4
Mstaaravin,111,114,False,2
deanlue0801,65,65,False,2
jordan-powers,172,188,True,3
sp1deydev,6,6,False,2
altro3,36,36,True,3
Abhinandan-Sah,55,55,True,3
jfzunigac,5,5,False,2
snowman00-hub,26,26,True,3
juncos22,8,8,False,3
falexwolf,353,598,False,4
Swetha733N,15,15,False,4
engawasanshin,55,55,False,2
Chronicle20,756,756,False,5
ok-oldking,582,582,True,2
straysheep-dev,93,93,True,2
LioQing,56,70,False,2
starryeye,169,194,False,2
dbrnz,956,956,False,5
Newsstate,148,148,False,3
EIBSDeveloper,140,140,False,2
roberthsu2003,770,770,False,6
wino444,161,161,False,2
snehagunta,259,259,True,2
tacxou,263,277,True,3
Venage5603,4,4,False,3
zlukaprapor,42,42,False,2
samgoraw,3,3,False,2
desmax74,15,19,False,3
danny270793,152,2096,False,2
chen-way,45,45,False,2
jfly,112,112,False,3
Loofy147,755,755,False,2
ziahziahziah,37,37,False,2
Xsenus,450,1222,False,3
r4shsec,89,89,False,2
KIRAN-BUSARI,13,14,True,4
rayanubhav,35,35,False,4
hannahbast,22,22,True,6
kptdobe,41,41,True,2
wkliao,164,164,True,3
HikiUda,36,36,False,2
Zhoucheng133,696,699,False,6
krre,330,332,False,4
0x46616c6b,47,550,False,2
isc10120,231,231,False,2
TDanyStark,313,313,False,2
hammingweight,23,23,False,2
lyswhut,218,218,True,2
pierremarsotlyon1,42,42,False,3
dangjose,69,73,False,2
banidzakaria101,25,25,False,2
hiep-py,15,15,False,2
mcgallan,5,5,False,2
agners,130,130,True,2
yasukitachibana,10,10,False,2
Abhishekthakre2001,219,219,False,2
simpleego,379,379,False,4
CloakingGhost,162,162,False,2
herzonly,100,100,False,3
fisker,503,503,False,5
slytechroot,13,13,False,3
tw93,2309,2309,False,2
ASHUTOSH2224,99,100,True,2
sluFicodes,15,15,False,2
maheswaramsubrahmanyam,42,42,False,2
vinhlee95,132,184,False,3
RivoltaAlpha,79,79,False,3
Nadrieril,601,601,False,3
kim-seonwoo,41,41,True,3
defensivedepth,16,21,True,2
Declan0811,74,74,True,2
maxpoletto,470,527,False,3
Ushio-Hayase,55,64,True,2
T2PeNBiX99wcoxKv3A4g,615,615,False,2
KevinPortfolio1,19,19,False,2
Falconbird18,8,8,False,2
vatsrahul1001,36,36,True,2
nicolas-eoxia,86,86,True,3
Jootgitoo,87,87,False,3
pyrox0,327,327,False,2
ARONAGENT,25,43,False,2
ashusahni,52,113,False,3
lover3123,12,24,False,2
CardozoMartin,64,64,False,2
galbeni7,70,70,False,2
g45t345rt,55,55,True,2
CodeWithVedang,4,6,False,2
LincolnPuzey,42,42,False,2
arun-chaudhary3116,10,10,True,2
rice-awa,106,270,False,2
firefart,136,280,False,11
rxjpatil,30,30,False,2
JOELNATHAN544,447,447,False,2
Ncb2705,94,94,False,2
subas-roy,52,52,False,2
dkovba,13,13,False,2
joric,408,438,False,4
armandie2013,17,17,False,3
wilffren,5,5,False,2
baronfel,119,119,False,2
smit763,6,6,False,2
bidzyyys,23,33,False,3
Xioaruan912,975,975,False,2
LostBeard,1331,1338,False,2
QwertyJacob,20,134,True,4
dsouza-dylan,41,68,True,2
MrPowerGamerBR,156,625,False,2
alvinwquach,96,96,False,2
Crohkles,10,30,False,3
BastianCarrasco,4,4,False,2
andmperotti,77,77,False,2
ThiagoMaria-SecurityIT,44,49,True,3
kkavyaGoyal2003,168,168,False,2
bocchino,282,282,False,2
meyer9,75,78,False,3
michaelgreenl,463,558,False,2
pubayankapat,55,55,False,2
mirkosaugo,13,13,False,2
selenium-sso-user,890,890,True,3
AndreasK79,233,233,False,2
rdkcm-rdke,1747,1747,False,8
srikar-04,160,161,False,3
dydtkddl,7,7,False,2
sws2apps-admin,45,45,False,2
SosisterRapStar,131,135,False,3
breno-gabriel,66,66,True,2
humbertodias,34,34,False,4
wondroid-world,734,734,True,4
incrediblesaizan1,145,145,False,2
jolespin,85,85,False,3
nezort11,111,159,False,3
turbomam,318,502,False,2
Khrin,438,438,False,2
sashamishcheriakova,202,202,False,23
Neid-09,24,32,False,2
HalitBatuhanASLAN,39,39,False,3
simonucl,24,24,False,2
Re-EL123,567,567,False,2
jumainfomagnus,38,38,True,2
pxpm,25,60,True,4
yuda-lyu,152,152,False,7
syed-ateeb-naveed,9,9,True,2
Karan09542,69,69,False,2
PabloMK7,76,76,True,2
alfresco-build,1892,1892,False,9
codecraft-sanju,525,525,True,2
tamasakian,13,13,False,2
omerxx,62,66,False,2
4ppleSA0CE,76,102,False,3
vczh,1755,1755,True,2
natalia-pikaleva,6,6,True,2
heinzo666,3,3,False,4
Tam97123,180,180,False,2
prasanna7401,15,19,False,2
qqkkii,136,136,False,2
timothyjjcrow,85,85,False,2
MANOJKUMAR-CM,29,29,True,3
artalar,88,89,False,2
PARTHIBAN-007,5,32,True,2
jmazzitelli,207,207,False,6
tikk3r,194,194,False,2
almubaDev,87,87,False,3
limou3434,156,156,False,5
dtinth,141,874,False,5
bhollis,35,35,False,2
shmykov-git,60,60,True,2
Jj0YzL5nvJ,12,12,False,5
e-jungs2,5,5,False,2
shad4338,7,7,False,2
neverbiasu,490,490,False,2
Ruben-VandeVelde,66,66,True,4
ZerBea,7,7,False,2
Kreijstal,57,61,False,4
khjune6421,546,546,False,2
readyready15728,85,85,False,2
CrackerCat,18,18,False,2
seanwevans,422,422,False,4
bbhtt,355,355,True,9
AshenafiTech,107,107,False,4
pangdfg,4,7,False,3
GloveLover,21,21,False,2
Rixxan,148,157,False,2
Luifer1994,22,22,False,2
RyanVNgo,55,90,False,2
emeraldtorst,13,13,False,2
mnhock,12,12,False,2
cpmpercussion,211,343,False,2
paulxshen,47,47,False,3
aarongoldenthal,7,7,False,3
nextiaindex,47,47,False,2
sidtecnologia,56,56,False,2
MartinBraquet,714,714,False,3
stskeeps,39,83,False,3
Oelshehawi,131,131,False,4
geoochi,55,55,False,3
ad-on-is,49,49,False,3
jihwan38,184,184,True,2
uxillary,497,643,False,2
loveloki,16,16,False,2
Thach45,47,47,False,2
Martin092,18,18,False,2
BishopVK,39,41,False,2
DevPrice,172,202,False,2
kitku15,6,6,False,2
KXzeno,7,9,False,2
telzo2000,37,37,False,2
imranmollajoy,33,33,False,2
adeshingale3,16,16,False,2
lazysegtree,39,39,True,3
dannon,766,999,False,2
ahbab-zaman,143,143,True,3
Nikano3,7,7,False,2
AshGDS,84,85,False,2
square-story,118,118,True,3
gonuke,81,81,False,2
PeterJohnson,7,7,False,6
jetpax,241,241,False,2
usercypher,49,49,False,3
SuperGamer001,65,66,True,2
JappaWakka,177,177,True,2
xedin,148,148,False,2
pmig,197,304,False,2
ragOP,469,687,False,2
emorway-usgs,16,16,True,2
mogiyoon,115,115,False,2
harold-b,27,27,False,2
Wolfy76700,155,155,False,2
tornado14,6,6,True,2
realSunyz,213,213,False,2
DanielSanJuan99,31,31,False,2
FelipeFerraz4,174,174,False,3
kraudy,345,345,False,2
shrestha1977,85,85,False,2
TalexDreamSoul,735,757,True,2
Aabid-co,13,13,False,2
RoksanaKozakRoxiPoxi,3,3,False,3
giocoliere,40,45,False,4
rekky1aws,66,72,False,2
smashedr,488,496,True,4
dusanpavl0vic,26,26,False,2
StanFromIreland,127,127,True,2
iamacat02,4,4,False,2
Cal-Woods,4,4,False,2
acetinkaya,54,54,False,2
mrpark219,105,150,False,3
meaaditiya,10,10,False,3
thirtytwobits,49,49,False,3
FokoHetman,50,50,False,2
Antonoof,20,20,False,2
Kamal-dev-1999,40,40,True,2
CalvinWill,46,46,False,2
ShenMian,279,279,False,2
taylrfnt,96,99,False,2
TrentChip38,86,86,False,3
Gunjan890,7,7,False,2
Lucas-Github-23,5,5,True,2
SterlingBrayboy,14,14,False,3
kinshukjainn,43,73,False,3
KyleDerZweite,213,315,True,2
3405691582,58,58,False,2
rajumb0232,21,21,False,2
AnakinRaW,67,67,True,2
an-npc,9,9,True,2
kaysievers,198,308,False,3
jhs10507,70,70,False,3
Borewit,189,189,False,3
pavancmt,39,39,False,2
kkoryaka,86,86,True,2
BrendaOrtega,46,46,False,2
mm2439,165,165,False,2
kgala2,7,7,False,3
lmorchard,1084,1084,False,3
Francisco-Zafra,10,10,True,2
brownag,142,389,False,4
masoodghasemi,7,7,False,2
Andra-sun,48,58,False,2
sasadangelo,314,314,False,2
ralfhandl,24,24,False,3
HAYZAR,50,50,False,2
CodyCBakerPhD,477,477,False,5
michaelkedar,67,67,True,2
i-am-ap,30,30,False,2
Ange230700,207,207,False,4
draveos,66,66,False,2
BitoSing,22,22,False,4
mbercx,103,110,False,3
lastzero,317,317,False,2
Genocadio,69,76,False,3
Jericho,102,102,True,2
zxperts,31,31,False,2
Elaa2002,6,6,False,2
slabasan,16,16,True,2
we-z,38,38,False,2
waozixyz,610,678,False,3
VisenDev,151,175,False,5
DeathFishAtEase,59,59,True,3
PRITHIVSAKTHIUR,444,444,False,6
RoadToNowhereX,30,30,False,2
wooj22,685,686,False,3
zzxming,104,107,False,2
traeumen927,46,46,False,2
