actor,public_commits,total_commits,is_org,n_repos_2025
neominalsolutions,34,34,False,3
CaroG1986,36,36,False,2
hannesmitterer,701,704,False,3
Johanka2014,473,473,False,2
AtharvaPatharkar,13,13,False,2
Auratha,4,4,False,2
Amine-Triki,23,23,True,4
christophfroehlich,226,226,True,8
kechuan,22,22,False,2
Kwok-he-Chu,41,41,True,2
Krishna9588,8,8,False,2
akshatrajsaxena,8,8,False,2
PandaeDo,140,140,True,2
Karthi-1211,8,8,True,2
Nicolas133bruno,18,18,False,2
anna-steph,17,17,True,2
iamsergio,122,122,False,2
dancingfrog,19,19,True,2
dmichaels,99,99,False,2
chrishayuk,689,689,False,3
SuperfiedStudd,51,62,False,6
gskril,261,346,False,2
mcrsmg4,8,8,False,2
zeasin,256,256,False,2
jeongyoni,29,29,False,3
MuminBashir,18,18,False,3
palas,110,110,False,2
sanjula77,61,61,False,3
davidmerfield,444,444,False,2
USA-RedDragon,277,642,True,5
UnderprotectionDev,224,224,False,3
ronymia,79,79,False,3
fahmiitmamul,19,19,False,2
dsGael,87,87,False,3
emanueloliveirasenai,15,15,False,2
Manishr345,9,9,False,2
markusdd,8,8,False,2
yoojiseong,114,114,False,3
AndreasFMueller,40,40,False,2
DiacksonMarques,7,7,False,2
lapislui,11,11,True,3
MoAftaab,12,12,False,2
hey2022,166,167,False,2
Ishushan02,299,389,False,2
misfarsiddeek95,9,9,False,2
xrgzs,41,131,False,4
MasterEvarior,54,310,False,4
PrathmeshPhatake,57,57,False,2
litlfred,482,482,False,2
MyAstrology,1347,1347,False,2
pauljmillar,80,80,False,2
colebot,668,668,False,3
Highscoretech,177,177,True,3
editorialbot,806,806,False,2
Shivapriya92,13,13,False,2
yellowhat,178,178,True,3
Sharpless298,30,30,False,2
ivangsa,95,108,False,2
kdevkr,4,4,False,2
AdityaKhatri,7,43,False,2
Krishnachaitanya0810,3,3,False,3
joevt,66,66,False,2
liangk,70,70,False,2
krasznaa,33,33,True,3
gdm257,89,89,False,2
christianhbye,347,362,False,5
sbryngelson,981,998,True,5
pedromorais03,42,42,False,2
aaierwagle,6,13,False,2
enrique-mendoza,5,5,True,2
SamuraiCoding-git,4,4,True,2
GersonRS,128,191,False,6
ntwoods,229,229,False,3
igorosabel,180,180,False,7
ku5ha1,20,37,False,4
Kohhau,13,13,False,2
anushkasj06,39,39,False,2
Dolapo-A,5,7,False,2
johnqh,1776,3376,False,2
sarthak2685,19,19,False,2
m4tx,89,104,False,10
juancra264,67,67,False,2
ewalasagas,9,9,False,2
OrkWard,94,117,False,3
KartoffelChipss,430,465,False,3
TheWildJames,602,602,False,5
persteenolsen,428,428,False,4
AdityaRajSinghRanawat,83,83,False,2
saadkhi,174,174,False,2
svroonland,16,16,False,3
binh-dam-ibigroup,181,181,False,2
Andresv27728,46,46,False,2
Ahmedmohamed998,10,10,False,2
andre-lmarinho,65,69,True,2
rh-rahulshetty,109,109,True,2
mark-plummer,14,14,True,2
nyashaushe,3,3,False,2
ChHarding,9,9,False,2
amoeba,188,403,False,4
isabella-janssen,17,17,True,4
mfarzz,12,52,True,2
qrkourier,267,276,False,3
pjbgf,12,295,False,5
thejaaxs,177,177,False,6
yushangdi,13,28,True,3
LakshyaBagani,7,7,False,2
sankichi92,45,45,False,5
leahneukirchen,322,371,True,2
cooked71,65,65,False,2
Harshardhan,14,14,False,2
iamzehan,350,370,False,2
Keerthana2720,71,71,False,2
runeharlyk,292,303,False,2
HansKristian-Work,242,242,True,3
cwmoss,183,183,False,3
DisabledAbel,95,95,False,2
lefcho,4,4,False,3
HULUMULU123,42,42,False,2
aarkegz,141,141,True,3
DarkPlus2,13,13,False,2
aryapatel23,258,258,False,4
ShixiangWang,423,479,False,2
ArthurLlew,92,92,False,2
shiyu1314,433,433,False,2
SaparovPetr,427,427,False,2
dangherve,43,100,False,2
bomgar,23,23,False,3
sekaiacg,6,16,False,5
jmielc2,4,4,False,3
bluevlad,660,660,False,2
alvaro-MV,33,33,False,2
MoSalah720,31,31,False,2
Codemaestro-Dmitry,12,12,True,2
N-Shivaram25,13,13,True,2
tomikat,28,55,False,4
sudipta-khanra,14,14,True,3
xen-42,25,121,True,3
Hypooxanthine,40,40,False,3
lboue,102,102,False,2
primer-css,14,14,False,2
JayShortway,27,27,False,2
fkiraly,92,111,False,8
kasunsagara,99,99,False,4
m020202,11,11,False,2
MaxAkaAltmer,12,12,False,4
laurent-altr,104,104,True,5
charphi,356,356,False,2
LuanRodrigues15,14,14,False,2
victorgeel,26,26,False,2
status-im-auto,178,178,True,6
XerShade,19,19,False,2
ShaunSHamilton,203,219,False,4
chee86j,58,62,False,2
xnodesdevelopers,54,54,False,2
fawadmehboob,11,11,False,2
luandro,307,307,False,2
CSneko,61,61,False,3
eavanvalkenburg,47,91,True,2
mitchdowney,888,888,False,3
codersjj,137,137,False,2
khalidhub7,283,283,False,4
LKuemmel,76,76,False,2
logicalsofttech2023,22,22,False,3
libpitt,311,311,True,3
AQSA-ABDULLAH,48,48,True,3
bahrus,1039,1039,False,6
BrendaK7200,5,5,True,2
vlkttlv,56,56,False,2
Najmul-Huda70,179,179,True,2
demosjarco,2303,2468,False,2
linzeguang,36,36,False,2
CoolV1994,73,73,False,2
w32zhong,801,833,False,2
kuelshammer,11,11,False,2
BassoonMan,16,16,False,2
LavanyaRajeswari,211,211,False,2
damithc,1619,1619,True,8
greenfan,9,9,False,2
fractalkitty,23,23,False,2
heroyooi,17,17,False,3
Yolxander,22,22,False,2
Rakshanayak24,110,110,False,2
sgevatschnaider,269,269,False,2
aarnphm,21,169,False,8
AkhilRaj1819,63,63,False,2
ashishpatel26,17,17,False,5
wsu2059q,446,446,False,5
ebrinz,207,207,False,2
natalialeaiart,76,76,False,2
tvannini,37,37,False,2
liamvnastoria,1020,1020,True,4
brianhlin,59,59,False,2
PallaviWrite,272,272,True,2
swayam5342,56,61,False,2
Soarezzsemj,49,49,False,2
chiscookeke11,49,328,False,5
itcon-pty-au,18,18,True,2
abhishekkumar62000,1721,1721,False,3
xlazcoz,80,80,False,2
19leva89,58,58,False,4
ajais-25,28,28,False,2
omalmaleesha,46,46,False,2
sung2ne,5,5,False,9
tbraun96,650,650,True,2
parad32,15,15,True,2
GeorgeJahad,4,4,False,2
leseb,297,304,True,2
tharindu125,8,8,False,5
shivu1919,3,3,False,3
aditya1234-design,7,7,True,2
himanshumahajan138,600,615,False,2
FeroXz,24,24,False,2
markh55,86,86,False,2
emaciupe,140,140,False,2
aeraglyx,129,132,False,2
coderpedrosilva,64,64,False,2
Erick-Quiroz,22,22,True,2
jul213,28,28,False,3
yrabbit,53,53,False,2
s4nchez,70,70,False,2
bgilbert,187,187,False,4
Vinicius-Mangueira,29,29,True,3
Jieunsse,301,302,False,3
MuhammadHadistRifannan,68,68,False,2
Abhityadav013,3,3,False,2
Ahmed-BA-hub,5,5,True,2
pronosticosnumericos,123,123,False,2
t-horikawa,143,143,True,3
avu73923,4,4,False,3
Suhani-01,7,7,False,2
LitheFulminare,3,3,False,3
ScottBrenner,40,40,False,2
iamshamit,4,4,False,2
potatoqualitee,74,74,False,3
MaxThevenet,3,3,True,3
baemyung,4,4,False,3
ACaiCat,370,387,True,5
js24626,3,3,False,3
StuartFerguson,1275,1275,False,4
marip8,41,41,True,5
lerwys,52,52,False,2
thegreatbey,3,3,False,2
SiskaPavel,5,5,False,3
utelle,36,36,False,2
jp-gouin,28,30,True,2
Ashish-Singh-Negi,106,106,True,3
ROEI-SHITRIT,8,8,True,2
SamSon1402,273,273,False,2
FOJF,11,11,False,2
izzanrijal,9,9,False,3
shahroz-wilder,4,4,True,2
kajalgpatel008,165,165,False,2
this-is-tobi,107,316,True,4
farukulWD,52,52,False,3
CKHuangGH,46,46,False,2
Josen-B,66,66,True,2
azu,1536,1536,False,3
Himans110,328,328,False,2
maydayv7,284,284,False,3
Firstyear,77,77,False,2
HirokiOshiro,174,174,False,2
Piano-Walrus,256,256,True,2
NoridelHerron,24,24,False,3
zozzzC,7,7,False,2
zli82016,73,73,False,2
juanCarlosChocllu,126,126,True,4
namsuhan0322,66,66,False,2
guvenilensiteler,193,193,False,3
dodok8,128,149,False,3
Sandeep-singh-99,189,199,True,4
vainiovesa,141,142,False,2
donghaiwang,441,463,False,4
Certsoftt,67,82,False,2
rajeshceg3,2659,2659,False,4
changjoon-park,3,3,True,2
marinasundstrom,1262,1262,False,3
RF-Tar-Railt,174,174,True,2
Sohaib-Ahmed21,17,18,True,3
vankasteelj,11,11,False,2
JonasMelo21,44,44,False,3
Abhi-AD,5,5,False,2
Giphy2,6,6,False,2
mikeh74,239,239,False,2
karripar,102,102,False,5
Josverl,149,157,False,3
xTVaser,9,9,False,3
RobinsAviary,3,3,False,7
ambroseling,3,3,False,2
phatcvo,6,6,False,2
AkiTheMemeGod,66,66,False,4
peterdudfield,162,180,False,4
jvsena42,901,901,False,2
pmareke,3,3,False,2
TyagiSimran,12,12,False,3
SakshamTapadia,244,244,False,3
Ruchir-Kafle,84,84,True,2
RicardoCSM,28,28,False,3
zethboy,16,16,False,2
skrypkari,3,3,False,4
GabigolDEVPY,81,92,False,2
ArpanSurin,22,22,False,3
akaymaram,11,11,False,2
pansapiens,6,36,True,3
dledda-r7,93,93,False,2
jiny-01,247,247,False,3
MahdadGhasemian,6,6,False,2
veelkoov,45,55,False,3
llamersmcw,32,32,True,2
ruiyi-yang,33,33,True,2
tylermnielsen,19,127,False,2
ozzac5,34,34,False,3
7910trio,3,3,False,3
CinquinAndy,237,335,False,2
WBHarry,150,150,False,3
Alekhya07-Nam,92,92,True,2
EmreRuy,12,12,False,2
HugoKlepsch,21,44,False,2
kawasa9350-svg,69,69,True,2
samos123,3,3,False,2
MairahNisar1234,65,65,False,2
SoyAlonso-ing,34,34,True,2
karanyede,12,16,False,2
andyroode,32,32,False,2
pykello,198,317,True,3
Joseph-Barat,13,13,True,2
Wdboyes13,114,123,False,2
gzzhongqi,4,4,False,2
kevin930321,251,251,True,2
tgtakaoka,55,70,False,2
enzo-andre,4,4,True,2
javakishore-veleti,318,474,True,2
tunalad,46,50,False,3
facelessuser,262,262,False,2
jw-xplore,48,48,False,2
nmaguiar,561,604,False,4
Rushikesh-Sonawane99,106,106,True,2
Karan-Bharti1,61,61,True,2
san7890,15,15,False,2
EfazDev,4,83,False,3
joshvote,59,64,False,4
Falltrades,161,161,True,2
davidgmolnar,5,37,True,3
louistrue,378,546,False,3
dharshenikarthi,3,3,False,4
Adityaakr,149,149,False,2
CongGao-CG,131,131,True,2
stgraber,1120,1149,False,8
YHerm,3,3,False,3
tavukkdoner,103,103,False,5
nickvourd,20,41,False,2
akrzos,62,62,False,3
saleemjadallah,340,340,False,3
zohaibTariq6533,3,3,False,2
kasir-barati,268,268,True,2
sahilsaini172,24,39,False,3
rafr6,10,10,False,4
tw4l,34,34,False,2
skelsec,3,3,False,5
BasileBux,51,51,True,2
farruhzoirov,31,31,False,2
kmehant,42,42,False,2
terry1purcell,22,22,True,2
WajihulHassan944,104,104,False,2
deniskropp,212,232,False,2
OrlandoRiveraBautista,11,11,False,2
abrahamdw882,135,135,False,2
larrygrpolanco,125,125,False,2
Polqt,700,711,False,2
Fralopala2,44,44,False,2
makeev-pavel,16,16,False,3
gabmin,25,25,False,2
seohyeon0219,60,62,False,2
AAzizshishir,142,142,False,2
mostekd,9,9,False,2
DeeptanshNagar,294,303,False,2
AlmightyM3,3,3,False,2
FrightRisk,3,3,False,2
2ivii,156,156,False,2
Maccoffee-classik,8,8,True,2
giovaniortolani,155,181,True,2
Qwal-1,142,142,False,2
BabyBear7,60,60,False,2
amdomanska,5,5,True,3
cgrundman,237,246,False,2
jakobbotsch,65,67,False,2
zazedd,86,90,False,2
dhia33rpl,10,10,False,2
ohenewaaeducationalcomplex,22,22,False,3
Quangdt21127150,59,59,False,2
sozysozbot,253,253,True,6
yovika1,33,33,False,3
KimDongGyun23,113,113,True,4
ziftikhr,9,9,False,2
ShenJiaoBen,158,158,False,3
mhoffrog,99,99,False,3
lakshyaraj2006,115,115,False,2
johanfylling,13,13,True,2
arnavsri454,10,10,False,2
Tanim-Bin-Aziz,33,33,True,2
truenasbot,220,220,False,2
pvillard31,98,98,True,2
SamKhan32,3,6,False,2
yoon-thiri04,127,127,True,2
lj3954,77,77,False,2
Nickolay1990,15,15,False,3
norkart1,68,68,False,2
RK-41,137,137,False,3
CelloSerenity,5,91,False,2
SwnBae,12,12,False,3
Shubhashish-Chakraborty,161,205,True,3
Kabidoye-17,46,46,True,2
Akshada-Sondekar,21,21,True,2
ktrysmt,471,471,False,2
RuggeroVisintin,59,59,False,2
cliftontoaster-reid,51,51,True,3
sazzadul1205,429,429,False,3
memphis242,87,87,False,3
nobel912,7,7,False,2
beenje,132,132,True,4
kaefik,345,345,False,2
blimlim,12,12,True,2
JuhoErvasti,134,134,False,3
rohanmalhotra0,454,514,False,2
07santiago21,87,87,False,2
TanGentleman,239,239,False,2
rockcesar,851,851,False,3
bdsumon4u,531,531,False,2
mvollmer,79,79,True,3
Abdulrahmanfawzy,122,122,True,2
pushp-raj-mishra,8,10,True,2
pthomas505,79,79,False,3
Frauschi,58,58,True,4
AdithyaSakthimani,11,11,False,2
bhuvanesh-m-dev,469,478,True,2
jakweg,7,7,False,2
ahargunyllib,59,150,False,2
Bruthalles,3,5,False,3
davideastmond,312,312,True,2
wincelau,265,265,False,3
ShwetaShaw76,28,28,False,2
eshanized,2382,2382,True,2
Sudhanshu-Ambastha,140,161,True,3
kmindev,18,19,False,2
atoulme,237,242,True,6
ElrohirGT,230,249,True,4
abn,202,202,True,2
incarmarketing,315,315,False,2
gurdip-bath,49,56,True,2
jiggyboink,6170,6170,False,4
rda-dattore,1486,1486,False,2
Pawan2505,4,4,False,4
hvater,96,96,False,2
tasansal,54,54,False,2
zoefisk,118,118,True,2
ederevx,18,18,False,2
Ectras,174,174,False,2
laanwj,102,102,False,2
sang-he0n,11,11,False,2
lbrenman,98,98,False,3
Giratena,138,138,False,3
tcler,144,144,False,3
ErikBurton,20,20,False,2
Sanskar-12,225,227,True,3
MuhammadZaki07,141,157,False,2
higuita1498,667,667,False,2
SC426,25,25,False,4
kawax,850,1536,False,6
FirasNaouel,70,70,False,2
burnt-exe,546,546,True,3
koskev,640,640,False,2
jroshanjha,19,19,False,2
Mikelesnr,6,8,False,3
sillock1,6,6,False,4
AmulyaJain2004,258,281,False,6
Huzafi,39,39,False,2
TheSky189,23,23,False,2
ctorgalson,126,241,False,2
Justineo,672,702,False,2
Debugger022,113,235,False,3
rkistner,40,40,True,3
hirokuma,131,131,False,3
NextGenGk,130,130,False,2
W0rma,31,31,False,2
kranthimj23,25,25,False,4
yhl452493373,7,7,False,2
tw2113,41,41,False,2
pirocheto,59,61,False,2
nurbaeth,462,462,False,32
carlosmargemrio,255,255,False,3
jorisvink,134,134,False,3
stefan6419846,139,139,False,2
pranesh25joshi,21,23,False,5
soundstarrain,283,283,True,2
MjnMixael,22,56,False,2
toddmitchell,169,169,True,2
siddarthkay,34,188,False,5
HeitorDalla,274,274,False,2
Bilalzip,93,97,False,2
dhairyagothi,71,73,False,2
krau,405,456,False,3
daniel-tsonkov,130,135,True,3
AnubhavPurohit691,20,55,False,3
maxneuvians,18,27,False,2
Sri-shankar49,6,6,True,2
williamscodebox,251,251,False,2
jaydesl,268,338,False,2
tsujan,23,23,False,2
GeKaStore,10,10,False,3
Aniisss,11,11,False,2
dykim2000,8,8,False,2
valentinben25,6,6,False,2
sooyounghan,763,763,False,5
todoh,179,179,False,2
RagnarB83,24,24,False,2
sobarine21,6,6,False,3
andrjohns,126,231,True,3
mhkc,8,8,True,2
nrkot,10,10,False,2
mehmetkurt,26,26,False,3
0x0ece,10,57,True,2
AyyoubAcherki,44,44,False,2
yftacherzog,560,560,True,5
n13,101,125,True,2
aksharmty,92,92,False,2
mingjiecn,34,34,False,2
SiyanaTrend,79,79,False,2
rubenaguilardev,100,195,False,3
trinitronx,165,165,False,3
martinpitt,225,225,True,6
1beno,491,491,False,3
Rondeau79,83,83,True,2
stevedylandev,394,397,False,2
chejg,10,10,False,2
osmahdy,23,23,False,3
Yutosaki,125,135,False,2
mbret,190,190,False,2
FNoBaby,3,3,False,2
skarumbu,54,54,False,2
akspa0,208,208,False,3
sarvesh-sharma-yral,96,96,False,2
christianmolnar,56,56,False,2
locmai,40,42,False,4
Mostafasayedabdelwahab,4,4,False,2
Naginreed,9,9,False,4
ayesh156,91,91,False,2
mircealungu,614,682,False,3
medhajha810,25,95,False,3
tadayosi,92,92,False,8
maiconDeSouza,53,55,False,3
sophcallens,8,8,True,2
nh60211as,241,241,False,4
Rohitt55,7,7,False,3
dreamerpeople,28,28,False,2
bioball,23,23,True,5
MateusZito2024,96,96,False,2
jsuereth,84,84,False,2
VipulPhatangare,156,156,False,2
Jack-Gitter,64,64,True,3
forsyth2,15,15,True,3
zijipia,164,164,False,2
thdfw,44,272,False,2
alek13,237,241,True,2
jandubois,320,830,True,4
Maxwell175,22,52,False,2
Extremer12,86,86,False,2
puja-trivedi,16,22,True,2
weareapairpranjalishome,3,3,False,3
rajvichauhan77,4,4,False,2
coji,754,1243,False,2
lsy1307,12,12,True,2
MyUsernamee,67,67,False,2
pleroy,467,467,False,2
lietuviskalba,8,8,False,2
olive1109,6,6,True,2
jpolo,378,378,False,2
nycsal,12,12,False,2
braktar,126,126,False,2
jeltz,39,39,False,3
khiwniti,251,251,False,4
jprzimba,28,28,False,2
brandencall,151,151,False,2
Kariaki58,89,148,False,2
maxulysse,205,205,False,2
Donniedarko45,197,224,False,2
rahul-sinha1908,139,140,False,5
wojiushixiaobai,350,350,False,6
cflee,7,10,False,2
nathanael-thms,35,72,True,2
shivanshshrivas,152,254,False,2
w1sec0d,20,20,False,3
Xhale-1,3,3,False,2
Balaji01-4D,199,225,True,2
mohammadabdullahrihan,95,95,False,2
itzMatze,39,39,False,2
OkanLimitless,57,57,False,2
prodbyeagle,117,117,False,3
dwolaver,15,15,False,3
lendihop,33,36,True,2
sacheeramesh,26,142,False,2
MaximGitHubDenissov,3,3,False,2
rvagg,137,231,True,6
rahulsom,645,646,False,3
JayveeFortissimo,67,67,False,3
akildevs1000,832,832,False,5
RelativeSure,69,85,False,3
Arthur18dev,88,88,False,2
martinohmann,26,30,False,6
StimLuks87,856,856,True,4
daibeemachine,3,3,True,2
vorozhkog,139,139,True,3
danja,217,217,False,8
j-w-matlock,554,554,True,2
pautz,86,86,False,2
moscowchill,677,677,False,3
DonKoutsou,112,112,False,2
UnemployedProgrammer,11,11,False,2
abajk,15,15,False,4
psmdevgit,172,172,False,2
SAMPATSARKAR,46,46,False,4
mister-fix,17,17,True,2
GreenComfyTea,31,31,False,2
Muntazir-43,24,24,True,2
rakeshnreddy,99,99,False,3
Noah-Wu66,549,549,False,2
JaredHatfield,3910,4109,True,26
Sam-dev93,67,67,True,2
tonycknight,18,70,False,3
KennyLou92,38,38,False,2
jpzwarte,13,13,True,2
christophe-g,63,63,True,2
vaxerski,108,227,False,6
mohammedsbd,277,307,False,2
claustres,39,144,False,2
teodanciu,90,91,False,2
pedrohmartinsa,6,6,True,2
Burekslayer,27,27,False,2
janhalen,44,44,False,2
mhd-muzammil,131,161,True,2
HienaDev,93,93,False,2
beastmanxxx,68,68,False,2
jaysoo,45,161,False,2
Alexliew829,68,68,False,2
allnes,73,73,True,2
Jitendra7073,36,36,False,3
vbelouso,36,39,False,2
sschveitzer,70,70,False,2
frederic-morales,4,4,True,2
lofwyr14,19,19,True,2
HallofFamer,106,106,False,2
emorysmithis,3,3,False,2
Sunewst,42,66,False,2
Ginosesia23,162,162,False,2
botlorien,3,3,False,2
MrNewb,52,56,True,3
VirusPilot,67,67,False,2
ClaudioSarmento,30,30,False,2
dy,1172,1256,False,3
VREMSoftwareDevelopment,48,48,False,2
Manthann07,28,28,False,2
0xSardius,269,568,False,3
vaibav03,410,411,False,2
tongzhou80,159,159,True,2
rupomehsan,10,10,False,3
messense,236,368,True,6
devARcoder,64,102,False,2
john-tornblom,63,141,True,3
polashds,10,10,False,4
artifex1990,10,10,False,2
sergiokapone,58,58,False,3
nillathiya,3,3,False,3
benmatheson,5,5,False,2
rudxkush,108,138,False,3
UnstoppableMango,389,398,False,8
Rinadfahadz,31,31,False,2
pablovela5620,61,105,True,3
WilliamUW,45,45,False,2
IISweetHeartII,1451,1451,True,2
brendt,2276,2312,True,3
Levs333,45,45,False,3
Helvlaska,44,44,False,2
robertsweetman,19,19,False,3
AkramDataEngineering,17,17,False,2
TheSiahxyz,352,352,False,2
Johanx22x,16,16,True,2
saHI1205,36,36,False,2
bggRGjQaUbCoE,256,256,False,2
itsJitu,119,119,False,2
matthewfeickert,129,177,True,10
Sintrastes,64,66,False,2
Jaysmito101,477,477,False,2
MelvLee,85,85,False,3
hchiam,93,212,False,4
hkpatel321,38,41,False,2
aaron-siegel,81,81,True,2
AbdujalilovIsmoil,5,5,False,2
mui-1729,9,9,False,2
think-gem,244,244,False,2
jabraham17,59,667,False,2
donghak937,264,264,False,2
merkusvictory,52,54,False,2
JasonBrave,127,145,True,2
imyogijani,30,30,False,2
Galygious,10,10,False,3
NilsBaumgartner1994,1544,1845,True,2
otaviojava,1402,1436,True,4
mirmousaviii,38,38,False,3
PalakMishra1905,46,46,False,2
sam-19,55,98,False,3
PRIMERASTEREO,82,82,False,2
LuchsHub,4,4,False,2
Ayush1325,328,328,False,3
apol0510,2482,2482,False,2
munir79,12,12,False,2
SOMESHWAR-11,3,3,True,3
kichikuou,129,129,False,3
lucaboesch,61,61,False,2
sam-paech,31,31,False,4
luanpoppe,27,27,False,2
iamanishx,226,240,False,2
Soheila-Amiri,3,3,True,2
grantaj,125,125,False,2
tsaxking,961,1199,False,4
walles,39,570,False,2
nikito7,69,69,False,3
daincoding,8,8,False,3
agkhushi,6,6,False,2
Gxrco,45,45,True,3
yejeeni,59,59,False,2
CHIRAYU-365,60,60,True,2
spencer-lunarg,398,398,True,2
lucian1213,11,11,False,2
Sakshamgalyan,73,73,False,2
arch3rPro,604,604,False,2
kaenozu,1086,1086,False,3
richardpattinson,8,8,True,2
Drillan767,10,25,False,2
OtherMythos,439,439,False,2
nglaser3,153,153,True,2
Axwabo,526,527,False,2
4Sighteducation,894,894,False,5
striezel,1085,1085,True,5
Shukurulla,216,216,False,2
samcx,154,154,False,2
Perazzojoao,24,36,False,2
ph-kev,84,84,False,4
sheetalkamat,12,12,True,2
Smol-Ame,5,5,False,3
spare00,42,42,False,2
MananAg007,58,58,False,2
jrmerz,122,122,True,2
michaeljhkim,3,3,False,2
eshaffer321,1071,1071,False,2
vadz,236,259,False,2
dbalsom,58,58,False,2
Shadhujan,71,71,False,2
JongGunelee,718,718,False,3
linusjf,72,72,False,2
djnavarro,224,245,False,3
ydshieh,58,58,True,3
chamikaJ,19,19,False,2
traitimtrongvag,433,841,False,2
tgodzik,539,550,False,5
reigadegr,671,671,False,5
shahrukhkhanektamek,134,134,False,2
Bhavin2705,84,84,False,2
BountyHunterOka,31,31,False,4
rgeraldes24,24,24,False,2
cat2151,5240,5240,False,2
snehhagarwal,14,14,False,2
Enzo949494,145,145,False,2
cmyr,91,91,False,2
Aman-1222,167,167,False,2
forbiddenlink,1609,1609,False,2
Soniraja17,9,9,False,4
asa-degroff,300,657,True,2
simonaszilinskas,71,71,False,2
Cabecinha84,365,365,False,2
12usernull,19,20,True,2
prem-k-r,14,14,False,3
abhijitray7810,362,362,False,3
milliyin,96,104,False,2
smattymatty,224,224,False,4
naher-farhsa,60,60,True,2
ItsMeSamey,474,481,False,4
ManukMinasyan,721,721,False,2
dtslvr,181,181,False,7
pdmourao,76,76,False,2
euhidaman,60,180,False,2
mdnazmulhasanniloy,65,65,False,2
badcast,37,44,False,2
hericmr,86,93,False,2
GraemeMalcolm,318,436,False,2
Gabrielli-Rech,19,22,True,6
kentsanggds,72,72,False,4
TCotton,2847,2847,False,2
jschueller,283,283,True,6
sfeilmeier,186,186,False,3
jdplumst,125,170,False,2
rvbear,222,222,False,2
RESMINIRANJAN,93,93,True,6
xezzon,81,81,False,2
trmtanjil,363,432,False,4
iansseijelly,30,44,False,2
Cedctf,270,270,False,2
LucasCharrier,101,101,False,2
SimonKohler88,5,5,False,2
AmsterGet,161,162,False,2
AlexeyTarasov77,36,36,False,2
meganii,8,41,False,2
mayrang,35,35,True,2
Deanmeisong,253,253,False,2
JeffreyGaydos,10,10,False,2
medcl,73,73,False,2
Dewix0,4,4,True,2
flori92,3,3,False,2
pedroallas,42,42,False,2
seek-oss-ci,101,101,True,5
garimto81,654,654,False,6
TeymurAsk,3,3,False,2
jakirkham,53,53,True,2
Shashwot90,226,226,False,4
ben-qnimble,16,16,False,3
malisahin89,8,8,False,2
reillypascal,258,258,False,3
Agustt123,299,299,False,2
Ashraf7ussein,12,12,False,4
inffy,338,338,False,2
Gowsikav,31,31,False,4
itcarroll,94,94,False,2
ukongee,25,30,False,3
lzwind,15,15,False,4
leider,9,9,False,2
roya86,247,247,False,2
MinhAnh2610,3,3,True,2
laevandus,47,47,False,2
snehashekharr,11,11,False,2
gbroques,58,58,False,2
hav-johwal,35,35,False,6
sergeytimoshin,19,29,False,2
ghaidafasya24,148,148,True,3
MeritEnding,4,4,False,2
TinyTapeoutBot,1081,1081,False,2
Sanjaygehlot1,47,62,False,3
jon-nfc,232,232,False,2
ItsNotDaan,51,115,False,3
lbussell,413,577,True,3
Mopip77,161,161,False,2
olaspanky,110,110,False,4
olibartfast,346,410,False,3
MM1152,42,42,False,2
KspTooi,1288,1288,False,2
seobeomju,4,4,True,4
Leandrobts,1011,1011,False,4
JavaLionLi,110,110,False,2
felliott,22,22,False,3
scashby,930,930,False,2
lud,260,260,False,3
ArmandoWeb,14,14,False,2
sskeysskey,595,595,False,5
CTH999,171,171,False,2
Bharathkumarreddy489,3,3,False,2
dipanc1,68,68,False,2
mstenta,9,215,False,2
Mikuyno,36,36,False,2
SOURAVSHEEL,17,17,False,2
DanielaCaiceros,7,7,False,2
honins,27,27,False,2
eliashaeussler,674,762,False,12
fpxbs7777,39,39,False,4
fmmr,4,7,False,2
LuizBuarqueDev,91,91,False,2
Ahmed-El-Zainy,276,276,True,2
wwwillchen,437,437,True,2
stanleykao72,4,4,False,2
Hazeofdream,50,50,False,2
kez-lab,5,40,False,2
KHRDilshan,77,77,True,4
0o-de-lally,27,27,True,3
tarampampam,106,110,False,3
joe01001010,140,140,False,2
bhoffman0,62,62,False,2
tz-shuhag,7,7,False,4
ThakurAbhay9457,3,3,False,2
fblissjr,920,920,False,3
odrianoaliveira,47,131,False,2
davewalker5,610,610,False,3
amenayari6000,30,30,False,2
travagliad,34,34,False,2
askdanish144,13,13,False,5
5c077m4n,576,650,False,2
ManuGolem,6,6,False,2
mateusb12,218,405,False,2
SirzBenjie,17,19,False,3
tomieq,26,60,False,3
jacklul,15,18,False,2
thillux,51,76,False,2
yhirose,229,229,False,2
MatthewCYLau,61,98,False,2
alvinng4,76,102,False,2
trainvoi,24,24,False,2
SeanSuny,21,21,False,2
thecode,24,24,True,3
JohnGarbutt,98,98,True,4
Yasabuana,5,5,False,2
jalexcam,836,836,False,4
Sourabhgupta-11,48,48,True,2
admindroid-community,35,35,True,2
ehellerslien,124,124,False,2
NaimuL295,7,7,False,2
Nruz-app,21,21,False,2
HtetShine1868,226,226,False,2
fiatjaf,380,380,True,5
WanzenBug,78,78,False,6
GayatriPisya,3,3,False,2
asatwal,11,11,True,2
daniel-dev-vs,63,63,True,2
yudapramana,100,100,False,2
Trikke76,338,338,False,2
IAmNotGray,8,8,False,2
ThisIsVedant,4,4,False,3
nicholasadamou,763,763,False,2
blackbaud-sky-build-user,71,71,False,2
Deepak2241993,27,27,False,2
