year,n_developers,median_commits,mean_commits,max_commits,p90_commits,p99_commits,top_1pct_share,top_10pct_share,gini,p99_p50_ratio,alpha,alpha_se,xmin,n_tail,R_vs_lognormal,p_vs_lognormal
2023,322476,5.0,24.068386484575598,10000,17.0,301.0,0.6017970548646862,0.7944654090967479,0.8091804405577703,60.2,2.134460925836205,0.001997748636903012,3.0,322476,20.829675827310783,2.3303294899781926e-96
