year,n_developers,median_commits,mean_commits,max_commits,p90_commits,p99_commits,top_1pct_share,top_10pct_share,gini,p99_p50_ratio,alpha,alpha_se,xmin,n_tail,R_vs_lognormal,p_vs_lognormal
2020,222765,5.0,17.961802796669136,9877,16.0,194.0,0.5130780021598191,0.7266771650237263,0.7485764767203411,38.8,1.8949336706086601,0.008712937892000972,33.0,10550,-2.956960166213088,0.003106882520887466
