year,n_developers,median_commits,mean_commits,max_commits,p90_commits,p99_commits,top_1pct_share,top_10pct_share,gini,p99_p50_ratio,alpha,alpha_se,xmin,n_tail,R_vs_lognormal,p_vs_lognormal
2022,294863,5.0,21.371901527149898,9953,17.0,255.0,0.5642558621901135,0.7654449542296204,0.7842098303883189,51.0,1.807090064837251,0.007302562213359326,40.0,12215,-5.972965676743377,2.3297893095819083e-09
