year,n_developers,median_commits,mean_commits,max_commits,p90_commits,p99_commits,top_1pct_share,top_10pct_share,gini,p99_p50_ratio,alpha,alpha_se,xmin,n_tail,R_vs_lognormal,p_vs_lognormal
2021,260424,5.0,20.52174146776027,9970,17.0,233.0,0.5477752783591805,0.7553930746354003,0.7753115246158133,46.6,2.176873478605292,0.0027286340018642568,4.0,186024,-0.9635882579690098,0.33525239607382806
