year,n_developers,median_commits,mean_commits,max_commits,p90_commits,p99_commits,top_1pct_share,top_10pct_share,gini,p99_p50_ratio,alpha,alpha_se,xmin,n_tail,R_vs_lognormal,p_vs_lognormal
2019,166929,5.0,17.825884058491933,9812,17.0,207.0,0.4949626250606169,0.7258309677493071,0.7466238651996668,41.4,1.915835753883202,0.008679835403346867,25.0,11133,-2.2739985329455896,0.022966074730587666
